exercise,question,answer,konnektor,german,english,french,case_english,case_french,explanation_english,explanation_french,explanation_synonym_english,explanation_synonym_french
8,"Der Bus hatte eine Panne, _____ wir zu spät zur Arbeit kamen.",weshalb,weshalb,"Der Bus hatte eine Panne, weshalb wir zu spät zur Arbeit kamen.","The bus broke down, which is why we arrived late to work.","Le bus est tombé en panne, c'est pourquoi nous sommes arrivés en retard au travail.",,,"weshalb = which is why, therefore ● Subordinating conjunction",weshalb = c'est pourquoi ● Conjonctions de subordination,,
8,"Ich habe schlecht geschlafen, _____ ich heute sehr müde bin.",weshalb,weshalb,"Ich habe schlecht geschlafen, weshalb ich heute sehr müde bin.","I slept poorly, which is why I'm very tired today.","J'ai mal dormi, c'est pourquoi je suis très fatigué aujourd'hui.",,,"weshalb = which is why, therefore ● Subordinating conjunction",weshalb = c'est pourquoi ● Conjonctions de subordination,,
8,"Sie hat viel gearbeitet, _____ sie jetzt Urlaub macht.",weshalb,weshalb,"Sie hat viel gearbeitet, weshalb sie jetzt Urlaub macht.","She worked a lot, which is why she’s on vacation now.","Elle a beaucoup travaillé, c'est pourquoi elle est en vacances maintenant.",,,"weshalb = which is why, therefore ● Subordinating conjunction",weshalb = c'est pourquoi ● Conjonctions de subordination,,
8,"Das Angebot war sehr günstig, _____ wir es sofort gekauft haben.",weshalb,weshalb,"Das Angebot war sehr günstig, weshalb wir es sofort gekauft haben.","The offer was very good, which is why we bought it immediately.","L'offre était très bonne, c'est pourquoi nous l'avons achetée immédiatement.",,,"weshalb = which is why, therefore ● Subordinating conjunction",weshalb = c'est pourquoi ● Conjonctions de subordination,,
8,"_____ arbeiten, spielt er die ganze Zeit Videospiele.",Anstatt zu,anstatt ... zu,"Anstatt zu arbeiten, spielt er die ganze Zeit Videospiele.","Instead of working, he plays video games all the time.","Au lieu de travailler, il joue tout le temps à des jeux vidéo.",,,anstatt ... zu = instead of ● Correlative conjunction,"anstatt ... zu = au lieu de, à la place de ● Conjonction corrélative",,
8,"Sie hat sich für die Reise entschieden, _____ zu Hause zu bleiben.",anstatt,anstatt ... zu,"Sie hat sich für die Reise entschieden, anstatt zu Hause zu bleiben.",She decided to travel instead of staying at home.,Elle a décidé de voyager au lieu de rester à la maison.,,,anstatt ... zu = instead of ● Correlative conjunction,"anstatt ... zu = au lieu de, à la place de ● Conjonction corrélative",,
8,"Er ging joggen, _____ lernen.",anstatt zu,anstatt ... zu,"Er ging joggen, anstatt zu lernen.",He went jogging instead of studying.,Il est allé faire du jogging au lieu d'étudier.,,,anstatt ... zu = instead of ● Correlative conjunction,"anstatt ... zu = au lieu de, à la place de ● Conjonction corrélative",,
8,"Wir sind mit dem Zug gefahren, _____ fliegen.",anstatt zu,anstatt ... zu,"Wir sind mit dem Zug gefahren, anstatt zu fliegen.",We took the train instead of flying.,Nous avons pris le train au lieu de l'avion.,,,anstatt ... zu = instead of ● Correlative conjunction,"anstatt ... zu = au lieu de, à la place de ● Conjonction corrélative",,
8,"_____ helfen, hat er nur zugesehen.",Anstatt zu,anstatt ... zu,"Anstatt zu helfen, hat er nur zugesehen.","Instead of helping, he just watched.","Au lieu d’aider, il se contentait de regarder.",,,anstatt ... zu = instead of ● Correlative conjunction,"anstatt ... zu = au lieu de, à la place de ● Conjonction corrélative",,
8,"Er ging, _____ bezahlen.",ohne zu,ohne ... zu,"Er ging, ohne zu bezahlen.",He left without paying.,Il est parti sans payer.,,,ohne ... zu = without (+ ...ing) ● Correlative conjunction,ohne ... zu = sans que ● Conjonction corrélative,,
8,"Sie hat das Haus verlassen, _____ sprechen.",ohne zu,ohne ... zu,"Sie hat das Haus verlassen, ohne zu sprechen.",She left the house without speaking.,Elle a quitté la maison sans parler.,,,ohne ... zu = without (+ ...ing) ● Correlative conjunction,ohne ... zu = sans que ● Conjonction corrélative,,
8,"Wir konnten den Text verstehen, _____ übersetzen.",ohne zu,ohne ... zu,"Wir konnten den Text verstehen, ohne zu übersetzen.",We were able to understand the text without translating.,Nous avons pu comprendre le texte sans traduire.,,,ohne ... zu = without (+ ...ing) ● Correlative conjunction,ohne ... zu = sans que ● Conjonction corrélative,,
8,"Ich habe die Aufgabe gelöst, _____ fragen.",ohne zu,ohne ... zu,"Ich habe die Aufgabe gelöst, ohne zu fragen.",I solved the task without asking.,J'ai résolu la tâche sans demander.,,,ohne ... zu = without (+ ...ing) ● Correlative conjunction,ohne ... zu = sans que ● Conjonction corrélative,,
8,"Die Kinder spielten stundenlang draußen, _____ streiten.",ohne zu,ohne ... zu,"Die Kinder spielten stundenlang draußen, ohne zu streiten.",The children played outside for hours without arguing.,Les enfants ont joué dehors pendant des heures sans se disputer.,,,ohne ... zu = without (+ ...ing) ● Correlative conjunction,ohne ... zu = sans que ● Conjonction corrélative,,
8,"_____ ich koche, hört mein Mann Musik.",Während,Während,"Während ich koche, hört mein Mann Musik.","While I am cooking, my husband is listening to music.","Pendant que je cuisine, mon mari écoute de la musique.",,,während = while ● Subordinating conjunction,"während = pendant que, alors que ● Conjonctions de subordination",,
8,"Er arbeitet, _____ seine Kollegen eine Pause machen.",während,während,"Er arbeitet, während seine Kollegen eine Pause machen.",He is working while his colleagues are taking a break.,Il travaille pendant que ses collègues font une pause.,,,während = while ● Subordinating conjunction,"während = pendant que, alors que ● Conjonctions de subordination",,
8,"_____ sie für die Prüfung lernt, schaut ihr Bruder Fernsehen.",Während,Während,"Während sie für die Prüfung lernt, schaut ihr Bruder Fernsehen.","While she is studying for the exam, her brother is watching TV.","Pendant qu'elle étudie pour l'examen, son frère regarde la télévision.",,,während = while ● Subordinating conjunction,"während = pendant que, alors que ● Conjonctions de subordination",,
8,"Wir haben im Restaurant gegessen, _____ draußen ein Sturm tobte.",während,während,"Wir haben im Restaurant gegessen, während draußen ein Sturm tobte.",We ate in the restaurant while a storm was raging outside.,Nous avons mangé au restaurant alors qu'une tempête faisait rage dehors.,,,während = while ● Subordinating conjunction,"während = pendant que, alors que ● Conjonctions de subordination",,
8,"_____ ich das Buch lese, macht sie sich Notizen.",Während,Während,"Während ich das Buch lese, macht sie sich Notizen.","While I am reading the book, she is taking notes.","Pendant que je lis le livre, elle prend des notes.",,,während = while ● Subordinating conjunction,"während = pendant que, alors que ● Conjonctions de subordination",,
8,"Ich lerne jeden Tag Deutsch, _____ ich mich besser verständigen kann.",damit,damit,"Ich lerne jeden Tag Deutsch, damit ich mich besser verständigen kann.",I study German every day so that I can communicate better.,J'étudie l'allemand tous les jours pour pouvoir mieux communiquer.,,,"damit = so that, in order to ● Subordinating conjunction","damit = pour que, afin que, afin de (+ infinitif) ● Conjonctions de subordination",,
8,"Er arbeitet hart, _____ er sich eine Reise nach Japan leisten kann.",damit,damit,"Er arbeitet hart, damit er sich eine Reise nach Japan leisten kann.",He works hard so that he can afford a trip to Japan.,Il travaille dur pour pouvoir s'offrir un voyage au Japon.,,,"damit = so that, in order to ● Subordinating conjunction","damit = pour que, afin que, afin de (+ infinitif) ● Conjonctions de subordination",,
8,"Wir fahren früher los, _____ wir nicht im Stau stehen.",damit,damit,"Wir fahren früher los, damit wir nicht im Stau stehen.",We are leaving earlier so that we don’t get stuck in traffic.,Nous partons plus tôt pour ne pas rester coincés dans les embouteillages.,,,"damit = so that, in order to ● Subordinating conjunction","damit = pour que, afin que, afin de (+ infinitif) ● Conjonctions de subordination",,
8,"Sie schreibt alles auf, _____ sie nichts vergisst.",damit,damit,"Sie schreibt alles auf, damit sie nichts vergisst.",She writes everything down so that she doesn’t forget anything.,Elle écrit tout pour ne rien oublier.,,,"damit = so that, in order to ● Subordinating conjunction","damit = pour que, afin que, afin de (+ infinitif) ● Conjonctions de subordination",,
8,"Ich trainiere regelmäßig, _____ ich fit bleibe.",damit,damit,"Ich trainiere regelmäßig, damit ich fit bleibe.",I train regularly so that I stay fit.,Je m'entraîne régulièrement pour rester en forme.,,,"damit = so that, in order to ● Subordinating conjunction","damit = pour que, afin que, afin de (+ infinitif) ● Conjonctions de subordination",,
9,,sondern,sondern,,"but rather, but ... instead",mais plutôt,Coordinating conjunction,Conjonction de coordination,"sondern = but rather, but ... instead ● Coordinating conjunction",sondern = mais plutôt ● Conjonction de coordination,,
9,,ob,ob,,whether,si,Subordinating conjunction,Conjonctions de subordination,ob = whether ● Subordinating conjunction,ob = si ● Conjonctions de subordination,,
9,,seitdem,seitdem,,since,depuis,Subordinating conjunction,Conjonctions de subordination,seitdem = since ● Subordinating conjunction,seitdem = depuis ● Conjonctions de subordination,,
9,,bis,bis,,until,jusqu'à ce que,Subordinating conjunction,Conjonctions de subordination,bis = until ● Subordinating conjunction,bis = jusqu'à ce que ● Conjonctions de subordination,,
9,,bevor,bevor,,before,avant que,Subordinating conjunction,Conjonctions de subordination,bevor = before ● Subordinating conjunction,bevor = avant que ● Conjonctions de subordination,,
9,,nachdem,nachdem,,after,après que,Subordinating conjunction,Conjonctions de subordination,nachdem = after ● Subordinating conjunction,nachdem = après que ● Conjonctions de subordination,,
9,,vorher,vorher,,beforehand,"avant cela, préalablement, auparavant",Adverb,Adverbe,vorher = beforehand ● Adverb,"vorher = avant cela, préalablement, auparavant ● Adverbe",,
9,,danach,danach,,"afterwards, thereafter","ensuite, par la suite, après cela",Adverb,Adverbe,"danach = afterwards, thereafter ● Adverb","danach = ensuite, par la suite, après cela ● Adverbe",,
10,"Ich trinke keinen Kaffee, _____ Tee.",sondern,sondern,"Ich trinke keinen Kaffee, sondern Tee.","I don’t drink coffee, but rather tea.","Je ne bois pas de café, mais plutôt du thé.",,,"sondern = but rather, but ... instead ● Coordinating conjunction",sondern = mais plutôt ● Conjonction de coordination,,
10,"Er ist nicht müde, _____ einfach nur gelangweilt.",sondern,sondern,"Er ist nicht müde, sondern einfach nur gelangweilt.","He is not tired, but rather just bored.","Il n’est pas fatigué, mais simplement ennuyé.",,,"sondern = but rather, but ... instead ● Coordinating conjunction",sondern = mais plutôt ● Conjonction de coordination,,
10,"Wir haben nicht den Bus genommen, _____ sind zu Fuß gegangen.",sondern,sondern,"Wir haben nicht den Bus genommen, sondern sind zu Fuß gegangen.","We didn’t take the bus, but rather walked.","Nous n’avons pas pris le bus, mais plutôt marché.",,,"sondern = but rather, but ... instead ● Coordinating conjunction",sondern = mais plutôt ● Conjonction de coordination,,
10,"Sie spricht kein Deutsch, _____ Französisch.",sondern,sondern,"Sie spricht kein Deutsch, sondern Französisch.","She doesn't speak German, but rather French.","Elle ne parle pas allemand, mais plutôt français.",,,"sondern = but rather, but ... instead ● Coordinating conjunction",sondern = mais plutôt ● Conjonction de coordination,,
10,"Das Problem ist nicht kompliziert, _____ leicht zu lösen.",sondern,sondern,"Das Problem ist nicht kompliziert, sondern leicht zu lösen.","The problem is not complicated, but rather easy to solve.","Le problème n’est pas compliqué, mais plutôt facile à résoudre.",,,"sondern = but rather, but ... instead ● Coordinating conjunction",sondern = mais plutôt ● Conjonction de coordination,,
10,"Ich weiß nicht, _____ er heute zur Party kommt.",ob,ob,"Ich weiß nicht, ob er heute zur Party kommt.",I don’t know whether he is coming to the party today.,Je ne sais pas s’il viendra à la fête aujourd’hui.,,,ob = whether ● Subordinating conjunction,ob = si ● Conjonctions de subordination,,
10,"Sie fragt mich, _____ ich ihr helfen kann.",ob,ob,"Sie fragt mich, ob ich ihr helfen kann.",She asks me if I can help her.,Elle me demande si je peux l'aider.,,,ob = whether ● Subordinating conjunction,ob = si ● Conjonctions de subordination,,
10,"Er ist unsicher, _____ er den neuen Job annehmen soll.",ob,ob,"Er ist unsicher, ob er den neuen Job annehmen soll.",He is unsure whether he should take the new job.,Il n’est pas sûr de devoir accepter ce nouvel emploi.,,,ob = whether ● Subordinating conjunction,ob = si ● Conjonctions de subordination,,
10,"Wir überlegen, _____ wir dieses Jahr in den Urlaub fahren.",ob,ob,"Wir überlegen, ob wir dieses Jahr in den Urlaub fahren.",We are considering whether we should go on vacation this year.,Nous réfléchissons à la possibilité de partir en vacances cette année.,,,ob = whether ● Subordinating conjunction,ob = si ● Conjonctions de subordination,,
10,"Ich weiß nicht, _____ das eine gute Idee ist.",ob,ob,"Ich weiß nicht, ob das eine gute Idee ist.",I don’t know if that is a good idea.,Je ne sais pas si c’est une bonne idée.,,,ob = whether ● Subordinating conjunction,ob = si ● Conjonctions de subordination,,
10,"Ich warte, _____ du fertig bist.",bis,bis,"Ich warte, bis du fertig bist.",I wait until you are finished.,J'attends jusqu'à ce que tu aies fini.,,,bis = until ● Subordinating conjunction,bis = jusqu'à ce que ● Conjonctions de subordination,,
10,"Er bleibt im Büro, _____ er seine Arbeit beendet hat.",bis,bis,"Er bleibt im Büro, bis er seine Arbeit beendet hat.",He stays in the office until he has finished his work.,Il reste au bureau jusqu'à ce qu'il ait fini son travail.,,,bis = until ● Subordinating conjunction,bis = jusqu'à ce que ● Conjonctions de subordination,,
