exercise,question,answer,german,english,french,explanation_english,explanation_french,opposite,type
9,,drinnen,,"inside, indoors",à l'intérieur,"drinnen = inside, indoors",drinnen = à l'intérieur,außen,local
9,,draußen,,"outside, outdoors","dehors, à l'extérieur","draußen = outside, outdoors","draußen = dehors, à l'extérieur",innen,local
9,,geradeaus,,straight ahead,tout droit,geradeaus = straight ahead,geradeaus = tout droit,,local
10,Ich stehe _____ um sieben Uhr auf.,meistens,Ich stehe meistens um sieben Uhr auf.,I usually get up at seven o’clock.,Je me lève généralement à sept heures.,"meistens = mostly, usually","meistens = principalement, habituellement",,
10,_____ esse ich Brot zum Frühstück.,Meistens,Meistens esse ich Brot zum Frühstück.,I usually eat bread for breakfast.,Je mange habituellement du pain au petit-déjeuner.,"meistens = mostly, usually","meistens = principalement, habituellement",,
10,Er ist _____ pünktlich.,meistens,Er ist meistens pünktlich.,He is usually punctual.,Il est généralement ponctuel.,"meistens = mostly, usually","meistens = principalement, habituellement",,
10,Wir fahren _____ mit dem Fahrrad zur Arbeit.,meistens,Wir fahren meistens mit dem Fahrrad zur Arbeit.,We usually go to work by bike.,Nous allons généralement au travail à vélo.,"meistens = mostly, usually","meistens = principalement, habituellement",,
10,_____ ist es im Sommer heiß.,Meistens,Meistens ist es im Sommer heiß.,It is usually hot in summer.,Il fait généralement chaud en été.,"meistens = mostly, usually","meistens = principalement, habituellement",,
10,Ich esse _____ Pizza.,gern,Ich esse gern Pizza.,I like eating pizza.,J'aime manger de la pizza.,gern = gladly,gern = volontiers,,
10,Er spielt _____ Fussball.,gern,Er spielt gern Fussball.,He likes playing soccer.,Il aime jouer au football.,gern = gladly,gern = volontiers,,
10,Wir reisen _____.,gern,Wir reisen gern.,We like traveling.,Nous aimons voyager.,gern = gladly,gern = volontiers,,
10,Sie hört _____ Musik.,gern,Sie hört gern Musik.,She likes listening to music.,Elle aime écouter de la musique.,gern = gladly,gern = volontiers,,
10,Ich helfe dir _____.,gern,Ich helfe dir gern.,I am happy to help you.,Je suis heureux de vous aider.,gern = gladly,gern = volontiers,,
10,Es ist heute _____ kalt.,so,Es ist heute so kalt.,It is so cold today.,Il fait si froid aujourd’hui.,so = so,"so = si, tellement",,
10,Sie spricht _____ schnell.,so,Sie spricht so schnell.,She speaks so fast.,Elle parle si vite.,so = so,"so = si, tellement",,
10,Das ist _____ interessant.,so,Das ist so interessant.,That is so interesting.,C’est si intéressant.,so = so,"so = si, tellement",,
10,Er arbeitet _____ viel.,so,Er arbeitet so viel.,He works so much.,Il travaille tellement.,so = so,"so = si, tellement",,
10,Wir sind _____ müde.,so,Wir sind so müde.,We are so tired.,Nous sommes si fatigués.,so = so,"so = si, tellement",,
10,Ich komme morgen _____.,wieder,Ich komme morgen wieder.,I will come again tomorrow.,Je reviendrai demain.,"wieder = again, another time, back","wieder = encore, à nouveau",,
10,Ich werde das nicht _____ tun,wieder,Ich werde das nicht wieder tun.,I won't do that again.,Je ne le ferai plus.,"wieder = again, another time, back","wieder = encore, à nouveau",,
10,Er ist _____ gesund.,wieder,Er ist wieder gesund.,He is healthy again.,Il est à nouveau en bonne santé.,"wieder = again, another time, back","wieder = encore, à nouveau",,
10,Wir sehen uns _____ nächste Woche.,wieder,Wir sehen uns wieder nächste Woche.,We will see each other again next week.,On se reverra la semaine prochaine.,"wieder = again, another time, back","wieder = encore, à nouveau",,
10,Das passiert immer _____.,wieder,Das passiert immer wieder.,That happens again and again.,Cela arrive encore et encore.,"wieder = again, another time, back","wieder = encore, à nouveau",,
10,Es ist warm. Wir essen heute _____.,draußen,Es ist warm. Wir essen heute draußen.,It's warm. We're eating outside today.,Il fait chaud. Nous mangeons dehors aujourd'hui.,"draußen = outside, outdoors","draußen = dehors, à l'extérieur",,
10,"Die Kinder spielen _____, bis es dunkel wird.",draußen,"Die Kinder spielen draußen, bis es dunkel wird.",The children are playing outside until it gets dark.,Les enfants jouent dehors jusqu'à ce qu'il fasse nuit.,"draußen = outside, outdoors","draußen = dehors, à l'extérieur",,
10,Wartest du _____ auf den Bus?,draußen,Wartest du draußen auf den Bus?,Are you waiting outside for the bus?,Tu attends dehors le bus ?,"draußen = outside, outdoors","draußen = dehors, à l'extérieur",,
10,"Der Hund schläft _____, obwohl es kalt ist.",draußen,"Der Hund schläft draußen, obwohl es kalt ist.",The dog is sleeping outside even though it is cold.,Le chien dort dehors bien qu'il fasse froid.,"draußen = outside, outdoors","draußen = dehors, à l'extérieur",,
10,"Ich lasse mein Fahrrad nicht _____, wenn es regnet.",draußen,"Ich lasse mein Fahrrad nicht draußen, wenn es regnet.",I don't leave my bicycle outside when it rains.,Je ne laisse pas mon vélo dehors quand il pleut.,"draußen = outside, outdoors","draußen = dehors, à l'extérieur",,
10,Ich spreche _____ Deutsch.,ein bisschen,Ich spreche ein bisschen Deutsch.,I speak a little German.,Je parle un peu allemand.,ein bisschen = a little,ein bisschen = un peu,,
10,Kannst du _____ langsamer sprechen?,ein bisschen,Kannst du ein bisschen langsamer sprechen?,Can you speak a little slower?,Peux-tu parler un peu plus lentement ?,ein bisschen = a little,ein bisschen = un peu,,
10,Ich brauche _____ Hilfe.,ein bisschen,Ich brauche ein bisschen Hilfe.,I need a little help.,J'ai besoin d'un peu d'aide.,ein bisschen = a little,ein bisschen = un peu,,
10,Wir haben noch _____ Zeit.,ein bisschen,Wir haben noch ein bisschen Zeit.,We still have a little time.,Il nous reste encore un peu de temps.,ein bisschen = a little,ein bisschen = un peu,,
10,Das Essen ist _____ zu salzig.,ein bisschen,Das Essen ist ein bisschen zu salzig.,The food is a little too salty.,La nourriture est un peu trop salée.,ein bisschen = a little,ein bisschen = un peu,,
10,Es regnet. Wir bleiben heute _____.,drinnen,Es regnet. Wir bleiben heute drinnen.,It's raining. We're staying inside today.,Il pleut. Nous restons à l'intérieur aujourd'hui.,"drinnen = inside, indoors",drinnen = à l'intérieur,,
10,Ist Anna schon _____ oder wartet sie noch draußen?,drinnen,Ist Anna schon drinnen oder wartet sie noch draußen?,"Is Anna already inside, or is she still waiting outside?",Anna est-elle déjà à l'intérieur ou attend-elle encore dehors ?,"drinnen = inside, indoors",drinnen = à l'intérieur,,
10,Im Winter spielen die Kinder oft _____.,drinnen,Im Winter spielen die Kinder oft drinnen.,"In winter, the children often play indoors.","En hiver, les enfants jouent souvent à l'intérieur.","drinnen = inside, indoors",drinnen = à l'intérieur,,
10,"Komm schnell _____, es wird kalt!*",drinnen,"Komm schnell drinnen, es wird kalt!*","Come inside quickly, it's getting cold!","Entre vite, il commence à faire froid !","drinnen = inside, indoors",drinnen = à l'intérieur,,
10,"Der Hund schläft _____, weil es draußen zu laut ist.",drinnen,"Der Hund schläft drinnen, weil es draußen zu laut ist.",The dog is sleeping inside because it's too noisy outside.,Le chien dort à l'intérieur parce qu'il y a trop de bruit dehors.,"drinnen = inside, indoors",drinnen = à l'intérieur,,
10,Gehen Sie _____ und dann nach rechts.,geradeaus,Gehen Sie geradeaus und dann nach rechts.,Go straight ahead and then turn right.,Continuez tout droit puis tournez à droite.,geradeaus = straight ahead,geradeaus = tout droit,,
10,Fahren Sie _____ bis zur nächsten Ampel.,geradeaus,Fahren Sie geradeaus bis zur nächsten Ampel.,Drive straight ahead until the next traffic light.,Continuez tout droit jusqu'au prochain feu de circulation.,geradeaus = straight ahead,geradeaus = tout droit,,
10,"Der Bahnhof ist _____, nur 500 Meter entfernt.",geradeaus,"Der Bahnhof ist geradeaus, nur 500 Meter entfernt.","The train station is straight ahead, just 500 meters away.","La gare est juste en face, à seulement 500 mètres.",geradeaus = straight ahead,geradeaus = tout droit,,
10,"Laufen Sie einfach _____, dann sehen Sie das Café.",geradeaus,"Laufen Sie einfach geradeaus, dann sehen Sie das Café.","Just walk straight ahead, then you will see the café.",Continuez tout droit et vous verrez le café.,geradeaus = straight ahead,geradeaus = tout droit,,
10,"Wenn du _____ gehst, kommst du zum Park.",geradeaus,"Wenn du geradeaus gehst, kommst du zum Park.","If you go straight ahead, you will reach the park.","Si vous continuez tout droit, vous arriverez au parc.",geradeaus = straight ahead,geradeaus = tout droit,,
11,,regelmäßig,,regularly,régulièrement,regelmäßig = regularly,regelmäßig = régulièrement,,temporal - frequency
11,,mindestens,,"at least, minimum","au moins, au minimum","mindestens = at least, minimum","mindestens = au moins, au minimum",add at most,degree
11,,höchstens,,"at most, maximum","au plus, au maximum","höchstens = at most, maximum","höchstens = au plus, au maximum",,degree
11,,gleich,,"right away, at once, in a short moment","tout de suite, dans un instant","gleich = right away, at once, in a short moment","gleich = tout de suite, dans un instant",,temporal - point in time
11,,oben,,"above, at the top","au-dessus, en haut","oben = above, at the top","oben = au-dessus, en haut",unten,
11,,unten,,"below, at the bottom","ci-dessous, en bas","unten = below, at the bottom","unten = ci-dessous, en bas",oben,
11,,früh,,early,tôt,früh = early,früh = tôt,spät,
11,,spät,,late,tard,spät = late,spät = tard,früh,
12,Ich gehe _____ ins Fitnessstudio.,regelmäßig,Ich gehe regelmäßig ins Fitnessstudio.,I go to the gym regularly.,Je vais régulièrement à la salle de sport.,regelmäßig = regularly,regelmäßig = régulièrement,,
12,Er besucht seine Großeltern _____.,regelmäßig,Er besucht seine Großeltern regelmäßig.,He visits his grandparents regularly.,Il rend régulièrement visite à ses grands-parents.,regelmäßig = regularly,regelmäßig = régulièrement,,
12,Wir treffen uns _____ zum Lernen.,regelmäßig,Wir treffen uns regelmäßig zum Lernen.,We meet regularly to study.,Nous nous réunissons régulièrement pour étudier.,regelmäßig = regularly,regelmäßig = régulièrement,,
12,Sie geht _____ zum Zahnarzt.,regelmäßig,Sie geht regelmäßig zum Zahnarzt.,She goes to the dentist regularly.,Elle va régulièrement chez le dentiste.,regelmäßig = regularly,regelmäßig = régulièrement,,
12,_____ Sport zu treiben ist gesund.,Regelmäßig,Regelmäßig Sport zu treiben ist gesund.,Exercising regularly is healthy.,Faire de l’exercice régulièrement est bon pour la santé.,regelmäßig = regularly,regelmäßig = régulièrement,,
12,Du musst _____ acht Stunden schlafen.,mindestens,Du musst mindestens acht Stunden schlafen.,You need to sleep at least eight hours.,Vous devez dormir au moins huit heures.,"mindestens = at least, minimum","mindestens = au moins, au minimum",,
12,Ich brauche _____ eine Stunde für die Hausaufgaben.,mindestens,Ich brauche mindestens eine Stunde für die Hausaufgaben.,I need at least one hour for the homework.,J'ai besoin d'au moins une heure pour les devoirs.,"mindestens = at least, minimum","mindestens = au moins, au minimum",,
12,Wir sollten _____ zwei Liter Wasser am Tag trinken.,mindestens,Wir sollten mindestens zwei Liter Wasser am Tag trinken.,We should drink at least two liters of water per day.,Nous devrions boire au moins deux litres d’eau par jour.,"mindestens = at least, minimum","mindestens = au moins, au minimum",,
12,Das kostet _____ zehn Euro.,mindestens,Das kostet mindestens zehn Euro.,That costs at least ten euros.,Cela coûte au moins dix euros.,"mindestens = at least, minimum","mindestens = au moins, au minimum",,
12,Er bleibt _____ eine Woche in Berlin.,mindestens,Er bleibt mindestens eine Woche in Berlin.,He is staying in Berlin for at least one week.,Il reste à Berlin pendant au moins une semaine.,"mindestens = at least, minimum","mindestens = au moins, au minimum",,
12,Ich bleibe heute _____ bis zehn Uhr.,höchstens,Ich bleibe heute höchstens bis zehn Uhr.,I’ll stay today until ten o’clock at most.,Je reste aujourd’hui jusqu’à dix heures au maximum.,"höchstens = at most, maximum","höchstens = au plus, au maximum",,
12,Wir brauchen _____ zwei Stunden für die Fahrt.,höchstens,Wir brauchen höchstens zwei Stunden für die Fahrt.,We need two hours at most for the trip.,Nous avons besoin de deux heures au maximum pour le trajet.,"höchstens = at most, maximum","höchstens = au plus, au maximum",,
12,Du darfst _____ zwei Stück Kuchen essen.,höchstens,Du darfst höchstens zwei Stück Kuchen essen.,You may eat at most two pieces of cake.,Tu peux manger au maximum deux parts de gâteau.,"höchstens = at most, maximum","höchstens = au plus, au maximum",,
12,Er hat _____ zwanzig Euro dabei.,höchstens,Er hat höchstens zwanzig Euro dabei.,He has at most twenty euros with him.,Il a au maximum vingt euros sur lui.,"höchstens = at most, maximum","höchstens = au plus, au maximum",,
12,Es sind _____ fünf Minuten zu Fuß.,höchstens,Es sind höchstens fünf Minuten zu Fuß.,It’s at most five minutes on foot.,C’est au maximum cinq minutes à pied.,"höchstens = at most, maximum","höchstens = au plus, au maximum",,
12,"Ich komme _____, warte bitte eine Minute.",gleich,"Ich komme gleich, warte bitte eine Minute.","I’ll come right away, please wait a minute.","J'arrive tout de suite, veuillez patienter une minute.","gleich = right away, at once, in a short moment","gleich = tout de suite, dans un instant",,
12,"Der Film beginnt _____, also beeil dich!",gleich,"Der Film beginnt gleich, also beeil dich!","The movie is starting very soon, so hurry up!","Le film commence immédiatement, alors dépêchez-vous !","gleich = right away, at once, in a short moment","gleich = tout de suite, dans un instant",,
12,Kannst du mir _____ helfen?,gleich,Kannst du mir gleich helfen?,Can you help me right away?,Pouvez-vous m'aider tout de suite ?,"gleich = right away, at once, in a short moment","gleich = tout de suite, dans un instant",,
12,"Der Bus fährt _____ ab, wir müssen uns beeilen.",gleich,"Der Bus fährt gleich ab, wir müssen uns beeilen.","The bus is leaving very soon, we have to hurry.","Le bus part tout bientôt, il faut se dépêcher.","gleich = right away, at once, in a short moment","gleich = tout de suite, dans un instant",,
12,Ich rufe dich _____ zurück.,gleich,Ich rufe dich gleich zurück.,I'll call you back right away.,Je te rappelle tout de suite.,"gleich = right away, at once, in a short moment","gleich = tout de suite, dans un instant",,
12,Mein Zimmer ist _____ im zweiten Stock.,oben,Mein Zimmer ist oben im zweiten Stock.,My room is upstairs on the second floor.,"Ma chambre est à l'étage, au deuxième étage.","oben = above, at the top","oben = au-dessus, en haut",,
12,Das Buch liegt _____ auf dem Regal.,oben,Das Buch liegt oben auf dem Regal.,The book is on the shelf above.,Le livre est sur l'étagère du dessus.,"oben = above, at the top","oben = au-dessus, en haut",,
12,"Ich gehe nach _____, um meine Jacke zu holen.",oben,"Ich gehe nach oben, um meine Jacke zu holen.",I'm going upstairs to get my jacket.,Je monte chercher ma veste.,"oben = above, at the top","oben = au-dessus, en haut",,
12,_____ auf dem Berg hat man eine schöne Aussicht.,Oben,Oben auf dem Berg hat man eine schöne Aussicht.,"At the top of the mountain, you have a beautiful view.","Au sommet de la montagne, vous avez une belle vue.","oben = above, at the top","oben = au-dessus, en haut",,
12,"Die Küche ist unten, das Wohnzimmer ist _____.",oben,"Die Küche ist unten, das Wohnzimmer ist oben.","The kitchen is downstairs, the living room is upstairs.","La cuisine est en bas, le salon est à l'étage.","oben = above, at the top","oben = au-dessus, en haut",,
