Nr,exercise,level,question,answer,german,english,french
1657,83,B1,_____ Bekämpfung,die,die Bekämpfung,the fight,le combat
1658,83,B1,_____ Beschränkung,die,die Beschränkung,the restriction,la restriction
1659,83,B1,_____ Block,der,der Block,the block,le bloc
1660,83,B1,_____ Darlehen,das,das Darlehen,the loan,le prêt
1661,84,B1,_____ Datum,das,das Datum,the date,la date
1662,84,B1,_____ Erhaltung,die,die Erhaltung,the preservation,la préservation
1663,84,B1,_____ Erzähler,der,der Erzähler,the narrator,le narrateur
1664,84,B1,_____ Fachbereich,der,der Fachbereich,the department,le département
1665,84,B1,_____ Fachleute,die,die Fachleute,the experts,les experts
1666,84,B1,_____ Fassung,die,die Fassung,the version,la version
1667,84,B1,_____ Flügel,der,der Flügel,the wing,l'aile
1668,84,B1,_____ Forum,das,das Forum,the forum,le forum
1669,84,B1,_____ Frequenz,die,die Frequenz,the frequency,la fréquence
1670,84,B1,_____ Frucht,die,die Frucht,the fruit,le fruit
1671,84,B1,_____ Gerechtigkeit,die,die Gerechtigkeit,the justice,la justice
1672,84,B1,_____ Gipfel,der,der Gipfel,the summit,le sommet
1673,84,B1,_____ Großteil,der,der Großteil,the majority,la majorité
1674,84,B1,_____ Hörer,der,der Hörer,the listener,l'auditeur
1675,84,B1,_____ Industrieland,das,das Industrieland,the industrialized country,le pays industrialisé
1676,84,B1,_____ Jacke,die,die Jacke,the jacket,la veste
1677,84,B1,_____ Jagd,die,die Jagd,the hunt,la chasse
1678,84,B1,_____ Jahreszeit,die,die Jahreszeit,the season,la saison
1679,84,B1,_____ Lampe,die,die Lampe,the lamp,la lampe
1680,84,B1,_____ Linse,die,die Linse,the lens,la lentille
1681,85,B1,_____ Lücke,die,die Lücke,the gap,l'écart
1682,85,B1,_____ Metall,das,das Metall,the metal,le métal
1683,85,B1,_____ Missbrauch,der,der Missbrauch,the abuse,l'abus
1684,85,B1,_____ Motivation,die,die Motivation,the motivation,la motivation
1685,85,B1,_____ Option,die,die Option,the option,l'option
1686,85,B1,_____ Ordner,der,der Ordner,the folder,le dossier
1687,85,B1,_____ Ozean,der,der Ozean,the ocean,l'océan
1688,85,B1,_____ Physiker,der,der Physiker,the physicist,le physicien
1689,85,B1,_____ Pistole,die,die Pistole,the pistol,le pistolet
1690,85,B1,_____ Reichweite,die,die Reichweite,the range,la gamme
1691,85,B1,_____ Reparatur,die,die Reparatur,the repair,la réparation
1692,85,B1,_____ Respekt,der,der Respekt,the respect,le respect
1693,85,B1,_____ Rose,die,die Rose,the rose,la rose
1694,85,B1,_____ Rucksack,der,der Rucksack,the backpack,le sac à dos
1695,85,B1,_____ Sänger,der,der Sänger,the singer,le chanteur
1696,85,B1,_____ Tablette,die,die Tablette,the tablet,la tablette
1697,85,B1,_____ Tageszeitung,die,die Tageszeitung,the daily newspaper,le quotidien
1698,85,B1,_____ Therapeut,der,der Therapeut,the therapist,le thérapeute
1699,85,B1,_____ Umzug,der,der Umzug,the move,le déménagement
1700,85,B1,_____ Veranstalter,der,der Veranstalter,the organizer,l'organisateur
1701,86,B1,_____ Verknüpfung,die,die Verknüpfung,the link,le lien
1702,86,B1,_____ Vorfeld,das,das Vorfeld,the apron,le tablier
1703,86,B1,_____ Vorgänger,der,der Vorgänger,the predecessor,le prédécesseur
1704,86,B1,_____ Währung,die,die Währung,the currency,la monnaie
1705,86,B1,_____ Weltmeister,der,der Weltmeister,the world champion,le champion du monde
1706,86,B1,_____ Wut,die,die Wut,the anger,la colère
1707,86,B1,_____ Zuordnung,die,die Zuordnung,the assignment,l'affectation
1708,86,B1,_____ Zuwachs,der,der Zuwachs,the increase,l'augmentation
1709,86,B1,_____ Abfall,der,der Abfall,the waste,les déchets
1710,86,B1,_____ Akte,die,die Akte,the file,le fichier
1711,86,B1,_____ Anleihe,die,die Anleihe,the bond,le lien
1712,86,B1,_____ Arbeitszeit,die,die Arbeitszeit,the working hours,les heures de travail
1713,86,B1,_____ Aufsichtsrat,der,der Aufsichtsrat,the supervisory board,le conseil de surveillance
1714,86,B1,_____ Ausgangspunkt,der,der Ausgangspunkt,the starting point,le point de départ
1715,86,B1,_____ Ausrichtung,die,die Ausrichtung,the alignment,l'alignement
1716,86,B1,_____ Ausweis,der,der Ausweis,the ID card,la carte d'identité
1717,86,B1,_____ Beachtung,die,die Beachtung,the attention,l'attention
1718,86,B1,_____ Diplom,das,das Diplom,the diploma,le diplôme
1719,86,B1,_____ Einblick,der,der Einblick,the insight,l'intuition
1720,86,B1,_____ Engel,der,der Engel,the angel,l'ange
1721,87,B1,_____ Erfassung,die,die Erfassung,the recording,l'enregistrement
1722,87,B1,_____ Fahne,die,die Fahne,the flag,le drapeau
1723,87,B1,_____ Fakultät,die,die Fakultät,the faculty,la faculté
1724,87,B1,_____ Fassade,die,die Fassade,the facade,la façade
1725,87,B1,_____ Feier,die,die Feier,the party,la fête
1726,87,B1,_____ Frühling,der,der Frühling,the spring,le printemps
1727,87,B1,_____ Gemeinderat,der,der Gemeinderat,the municipal council,le conseil municipal
1728,87,B1,_____ Gewebe,das,das Gewebe,the tissue,le tissu
1729,87,B1,_____ Gruß,der,der Gruß,the greeting,la salutation
1730,87,B1,_____ Jurist,der,der Jurist,the lawyer,l'avocat
1731,87,B1,_____ Kerze,die,die Kerze,the candle,la bougie
1732,87,B1,_____ Koch,der,der Koch,the cook,le cuisinier
1733,87,B1,_____ Kommune,die,die Kommune,the municipality,la municipalité
1734,87,B1,_____ Koralle,die,die Koralle,the coral,le corail
1735,87,B1,_____ Krankenkasse,die,die Krankenkasse,the health insurance company,la compagnie d'assurance maladie
1736,87,B1,_____ Kunststoff,der,der Kunststoff,the plastic,le plastique
1737,87,B1,_____ Landesregierung,die,die Landesregierung,the state government,le gouvernement de l'État
1738,87,B1,_____ Laune,die,die Laune,the mood,l'humeur
1739,87,B1,_____ Nahrungsmittel,das,das Nahrungsmittel,the food,la nourriture
1740,87,B1,_____ Philosoph,der,der Philosoph,the philosopher,le philosophe
1741,88,B1,_____ Prinz,der,der Prinz,the prince,le prince
1742,88,B1,_____ Profil,das,das Profil,the profile,le profil
1743,88,B1,_____ Relation,die,die Relation,the relationship,la relation
1744,88,B1,_____ Riff,das,das Riff,the reef,le récif
1745,88,B1,_____ Schlange,die,die Schlange,the snake,le serpent
1746,88,B1,_____ Schwein,das,das Schwein,the pig,le cochon
1747,88,B1,_____ Selbstständigkeit,die,die Selbstständigkeit,the self-employment,le travail indépendant
1748,88,B1,_____ Siedlung,die,die Siedlung,the settlement,le règlement
1749,88,B1,_____ Spruch,der,der Spruch,the saying,le dicton
1750,88,B1,_____ Stellungnahme,die,die Stellungnahme,the statement,la déclaration
1751,88,B1,_____ Strahl,der,der Strahl,the beam,le faisceau
1752,88,B1,_____ Strömung,die,die Strömung,the current,le courant
1753,88,B1,_____ Verbindlichkeit,die,die Verbindlichkeit,the obligation,l'obligation
1754,88,B1,_____ Volumen,das,das Volumen,the volume,le volume
1755,88,B1,_____ Zugriff,der,der Zugriff,the access,l'accès
1756,88,B1,_____ Zuhörer,der,der Zuhörer,the listener,l'auditeur
