exercise,level,level_routledge,level_goethe,question,answer,german,english,french,explanation_english_,explanation_french_,explanation_english,explanation_french
11,A2,A1,A2,das Team,Teams,die Teams,the team,l'équipe,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
11,A2,A1,A2,der Titel,Titel,die Titel,the title,le titre,,,​,​
11,A2,A1,A2,der Rest,Reste,die Reste,the rest,le reste,,,​,​
11,A2,A1,A2,der Besuch,Besuche,die Besuche,the visit,la visite,,,​,​
11,A2,A1,A2,das Zentrum,Zentren,die Zentren,the center,le centre,,,​,​
11,A2,A1,A2,der Berg,Berge,die Berge,the mountain,la montagne,,,​,​
11,A2,A1,A2,das Ohr,Ohren,die Ohren,the ear,l'oreille,,,​,​
12,A2,A1,A2,das Schiff,Schiffe,die Schiffe,the ship,le navire,,,​,​
12,A2,A1,A2,die Ausstellung,Ausstellungen,die Ausstellungen,the exhibition,l'exposition,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
12,A2,A1,A2,das Gericht,Gerichte,die Gerichte,the court,le tribunal,,,​,​
12,A2,A1,A2,der Traum,Träume,die Träume,the dream,le rêve,,,​,​
12,A2,A1,A2,die Qualität,Qualitäten,die Qualitäten,the quality,la qualité,,,​,​
12,A2,A1,A2,die Insel,Inseln,die Inseln,the island,l'île,,,​,​
12,A2,A1,A2,das Instrument,Instrumente,die Instrumente,the instrument,l'instrument,,,​,​
12,A2,A1,A2,die Nachricht,Nachrichten,die Nachrichten,the message,le message,,,​,​
12,A2,A1,A2,der Vorschlag,Vorschläge,die Vorschläge,the suggestion,la suggestion,,,​,​
12,A2,A1,A2,das Blatt,Blätter,die Blätter,the leaf,la feuille,,,​,​
12,A2,A1,A2,das Interview,Interviews,die Interviews,the interview,l'interview,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
12,A2,A1,A2,die Dame,Damen,die Damen,the lady,la dame,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
12,A2,A1,A2,das Museum,Museen,die Museen,the museum,le musée,,,​,​
12,A2,A2,A1,die Bahn,Bahnen,die Bahnen,the train,le train,,,​,​
12,A2,A2,A1,das Flugzeug,Flugzeuge,die Flugzeuge,The plane,L'avion,,,​,​
12,A2,A2,A1,das Foto,Fotos,die Fotos,the photo,la photo,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
12,A2,A2,A2,die Veranstaltung,Veranstaltungen,die Veranstaltungen,the event,l'événement,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
12,A2,A2,A1,das Hobby,Hobbys,die Hobbys,the hobby,le passe-temps,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
12,A2,A2,A1,der Kaffee,Kaffees,die Kaffees,the coffee,le café,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
12,A2,A2,A2,die Lust,Lüste,die Lüste,the lust,la convoitise,,,​,​
13,A2,A2,A1,der Nachmittag,Nachmittage,die Nachmittage,the afternoon,l'après-midi,,,​,​
13,A2,A2,A1,die Rechnung,Rechnungen,die Rechnungen,the bill,le projet de loi,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
13,A2,A2,A2,das Schloss,Schlösser,die Schlösser,the castle,le château,,,​,​
13,A2,A2,A2,das Fest,Feste,die Feste,the party,la fête,,,​,​
13,A2,A2,A2,die Landschaft,Landschaften,die Landschaften,the landscape,le paysage,,,​,​
13,A2,A2,A2,die Mannschaft,Mannschaften,die Mannschaften,the team,l'équipe,,,​,​
13,A2,A2,A1,der Laden,Läden,die Läden,the store,le magasin,,,​,​
13,A2,A2,A2,das Büro,Büros,die Büros,the office,le bureau,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
13,A2,A2,A1,der Fußball,Fußbälle,die Fußbälle,football,le football,,,​,​
13,A2,A2,A2,die Katze,Katzen,die Katzen,the cat,le chat,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
13,A2,A2,A2,das Pferd,Pferde,die Pferde,the horse,le cheval,,,​,​
13,A2,A2,A1,das Feuer,Feuer,die Feuer,the fire,le feu,,,​,​
13,A2,A2,A2,der Stuhl,Stühle,die Stühle,the chair,la chaise,,,​,​
13,A2,A2,A1,der Ausländer,Ausländer,die Ausländer,the foreigner,l'étranger,,,​,​
13,A2,A2,A2,der Club,Clubs,die Clubs,the club,le club,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
13,A2,A2,A2,der Fluss,Flüsse,die Flüsse,the river,la rivière,,,​,​
13,A2,A2,A1,die Führung,Führungen,die Führungen,the leadership,le leadership,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
13,A2,A2,A2,der Nachbar,Nachbarn,die Nachbarn,the neighbor,le voisin,,,​,​
13,A2,A2,A1,das Telefon,Telefone,die Telefone,the phone,le téléphone,,,​,​
13,A2,A2,A1,das Bad,Bäder,die Bäder,the bathroom,la salle de bain,,,​,​
14,A2,A2,A1,der Bus,Busse,die Busse,the bus,le bus,,,​,​
14,A2,A2,A2,die Messe,Messen,die Messen,the fair,la foire,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
14,A2,A2,A1,das Fahrrad,Fahrräder,die Fahrräder,the bike,le vélo,,,​,​
14,A2,A2,A2,das Krankenhaus,Krankenhäuser,die Krankenhäuser,the hospital,l'hôpital,,,​,​
14,A2,A2,A1,der Fisch,Fische,die Fische,the fish,le poisson,,,​,​
14,A2,A2,A2,der Schmerz,Schmerzen,die Schmerzen,the pain,la douleur,,,​,​
14,A2,A2,A1,die Tasche,Taschen,die Taschen,the bag,le sac,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
14,A2,A2,A1,der Wein,Weine,die Weine,the wine,le vin,,,​,​
14,A2,A2,A2,der Wettbewerb,Wettbewerbe,die Wettbewerbe,the competition,la compétition,,,​,​
14,A2,A2,A1,das Wetter,Wetter,die Wetter,the weather,la météo,,,​,​
14,A2,A2,A2,die Ahnung,Ahnungen,die Ahnungen,the feeling,le sentiment,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
14,A2,A2,A2,das Kleid,Kleider,die Kleider,the dress,la robe,,,​,​
14,A2,A2,A1,der Termin,Termine,die Termine,the appointment,le rendez-vous,,,​,​
14,A2,A2,A1,der Test,Tests,die Tests,the test,le test,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
14,A2,A2,A2,der Tourist,Touristen,die Touristen,the tourist,le touriste,,,​,​
14,A2,A2,A1,das Bier,Biere,die Biere,the beer,la bière,,,​,​
14,A2,A2,A2,das Konzert,Konzerte,die Konzerte,the concert,le concert,,,​,​
14,A2,A2,A1,das Lied,Lieder,die Lieder,the song,la chanson,,,​,​
14,A2,A2,A1,die Pause,Pausen,die Pausen,the break,la pause,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
14,A2,A2,A1,das Brot,Brote,die Brote,the bread,le pain,,,​,​
15,A2,A2,A1,die Flasche,Flaschen,die Flaschen,the bottle,la bouteille,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
15,A2,A2,A1,der Geburtstag,Geburtstage,die Geburtstage,the birthday,l'anniversaire,,,​,​
15,A2,A2,A2,die Hauptstadt,Hauptstädte,die Hauptstädte,the capital,la capitale,,,​,​
15,A2,A2,A1,das Kilogramm,Kilogramme,die Kilogramme,the kilogram,le kilogramme,,,​,​
15,A2,A2,A1,die Adresse,Adressen,die Adressen,the address,l'adresse,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
15,A2,A2,A2,der Hals,Hälse,die Hälse,the neck,le cou,,,​,​
15,A2,A2,A1,die Heimat,Heimaten,die Heimaten,the homeland,la patrie,,,​,​
15,A2,A2,A1,das Kino,Kinos,die Kinos,the cinema,le cinéma,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
15,A2,A2,A1,der Fahrer,Fahrer,die Fahrer,the driver,le conducteur,,,​,​
15,A2,A2,A2,das Gegenteil,Gegenteile,die Gegenteile,the contrary,le contraire,,,​,​
15,A2,A2,A2,der Vogel,Vögel,die Vögel,the bird,l'oiseau,,,​,​
15,A2,A2,A2,der Verkehr,Verkehre,die Verkehre,the traffic,la circulation,,,​,​
15,A2,A2,A1,der Anschluss,Anschlüsse,die Anschlüsse,the connection,la connexion,,,​,​
15,A2,A2,A1,der Flughafen,Flughäfen,die Flughäfen,the airport,l'aéroport,,,​,​
15,A2,A2,A2,der Park,Parks,die Parks,the park,le parc,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
15,A2,A2,A1,die Post,Posten,die Posten,the post,le poste,,,​,​
15,A2,A2,A1,der Bahnhof,Bahnhöfe,die Bahnhöfe,the station,la station,,,​,​
15,A2,A2,A1,die Kasse,Kassen,die Kassen,the cash register,la caisse enregistreuse,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
15,A2,A2,A2,das Radio,Radios,die Radios,the radio,la radio,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
15,A2,A2,A2,der Unfall,Unfälle,die Unfälle,the accident,l'accident,,,​,​
16,A2,A2,A1,das Frühjahr,Frühjahre,die Frühjahre,the spring,le printemps,,,​,​
16,A2,A2,A1,das Gewicht,Gewichte,die Gewichte,the weight,le poids,,,​,​
16,A2,A2,A1,das Lebensmittel,Lebensmittel,die Lebensmittel,the food,la nourriture,,,​,​
16,A2,A2,A2,der Strand,Strände,die Strände,the beach,la plage,,,​,​
16,A2,A2,A1,die Treppe,Treppen,die Treppen,the stairs,l'escalier,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
16,A2,A2,A2,die Brücke,Brücken,die Brücken,the bridge,le pont,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
16,A2,A2,A1,die CD,CDs,die CDs,the CD,le CD,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
16,A2,A2,A1,der Schuh,Schuhe,die Schuhe,the shoe,la chaussure,,,​,​
16,A2,A2,A2,die Sendung,Sendungen,die Sendungen,the broadcast,la diffusion,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
16,A2,A2,A1,das Viertel,Viertel,die Viertel,the quarter,le trimestre,,,​,​
16,A2,A2,A2,die Kamera,Kameras,die Kameras,the camera,l'appareil photo,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
16,A2,A2,A2,der Kredit,Kredite,die Kredite,the loan,le prêt,,,​,​
16,A2,A2,A2,das Rad,Räder,die Räder,the wheel,la roue,,,​,​
16,A2,A2,A1,die Zigarette,Zigaretten,die Zigaretten,the cigarette,la cigarette,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
16,A2,A2,A1,die Halle,Hallen,die Hallen,the hall,le hall,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
