Nr,level,level_verben,question,answer,case,german,english,complement
958,26,,Sie ist _____ das Leben in der Großstadt gewöhnt.,an,,Sie ist an das Leben in der Großstadt gewöhnt.,She is used to life in the big city.,
959,26,,Er ist schuldig _____ dem Unfall.,an,,Er ist schuldig an dem Unfall.,He is guilty of the accident.,
960,26,,Sie wurde schuldig _____ der Verzögerung befunden.,an,,Sie wurde schuldig an der Verzögerung befunden.,She was found guilty of the delay.,
961,26,,Ich bin begeistert _____ ihrer Kreativität.,von,,Ich bin begeistert von ihrer Kreativität.,I am impressed by her creativity.,
962,26,,Er war begeistert _____ der Show gestern Abend.,von,,Er war begeistert von der Show gestern Abend.,He was excited about the show last night.,
963,26,,Ich bin enttäuscht _____ dem Ergebnis.,von,,Ich bin enttäuscht von dem Ergebnis.,I am disappointed with the result.,
964,26,,Sie war enttäuscht _____ seinem Verhalten.,von,,Sie war enttäuscht von seinem Verhalten.,She was disappointed with his behavior.,
965,26,,Er ist abhängig _____ der Unterstützung seiner Familie.,von,,Er ist abhängig von der Unterstützung seiner Familie.,He is dependent on his family's support.,
966,26,,Die Firma ist abhängig _____ den Marktbedingungen.,von,,Die Firma ist abhängig von den Marktbedingungen.,The company is dependent on market conditions.,
967,26,,Das Produkt ist frei _____ chemischen Zusatzstoffen.,von,,Das Produkt ist frei von chemischen Zusatzstoffen.,The product is free from chemical additives.,
968,26,,Sie ist endlich frei _____ ihrer Angst vor Versagen.,von,,Sie ist endlich frei von ihrer Angst vor Versagen.,She is finally free from her fear of failure.,
969,26,,Ich bin müde _____ der langen Reise.,von,,Ich bin müde von der langen Reise.,I am tired from the long journey.,
970,26,,Er ist müde _____ der anstrengenden Arbeit.,von,,Er ist müde von der anstrengenden Arbeit.,He is tired from the exhausting work.,
971,26,,Sie ist bereit _____ neuen Herausforderungen.,zu,,Sie ist bereit zu neuen Herausforderungen.,She is ready for new challenges.,
972,26,,Er ist bereit _____ einem Kompromiss.,zu,,Er ist bereit zu einem Kompromiss.,He is ready for a compromise.,
973,26,,Er ist fähig _____ großen Leistungen.,zu,,Er ist fähig zu großen Leistungen.,He is capable of great achievements.,
974,26,,Sie ist fähig _____ einer schnellen Problemlösung.,zu,,Sie ist fähig zu einer schnellen Problemlösung.,She is capable of quick problem-solving.,
975,27,27 - 29,to promote to,zu,D,befördern,,
976,27,27 - 29,to prevent from,an,D,hindern,,
977,27,27 - 29,to encourage to,zu,D,anregen,,
978,27,27 - 29,to invite to,zu,D,auffordern,,
979,27,27 - 29,to deal with,mit,D,auseinandersetzen,,
980,27,27 - 29,to be based on,auf,D,basieren,,
981,27,27 - 29,to deal with,mit,D,befassen,,
982,27,27 - 29,to free from,von,D,befreien,,
983,27,27 - 29,to be based on,auf,D,beruhen,,
984,27,27 - 29,to refer to,auf,A,beziehen,,
985,27,27 - 29,to agree on,auf,A,einigen,,
986,27,27 - 29,to resolve to,zu,D,entschliessen,,
987,27,27 - 29,to fall ill from,an,D,erkranken,,
988,27,27 - 29,"to ask after, to inquire about",nach,D,erkundigen,,
989,27,27 - 29,to raise to,zu,D,erziehen,,
990,27,27 - 29,to experiment with,mit,D,experimentieren,,
991,27,27 - 29,to flee from,vor,D,flüchten,,
992,27,27 - 29,to gratulate on,zu,D,gratulieren,,
993,27,27 - 29,to be mistaken in,in,D,irren,,
994,27,27 - 29,to complain about,über,A,klagen,,
995,28,,Sie wurde _____ Abteilungsleiterin befördert.,zur,,Sie wurde zur Abteilungsleiterin befördert.,She was promoted to department head.,befördern
996,28,,Er wurde nach vielen Jahren harter Arbeit _____ Manager befördert.,zum,,Er wurde nach vielen Jahren harter Arbeit zum Manager befördert.,He was promoted to manager after many years of hard work.,befördern
997,28,,Der Regen hinderte uns _____ der Durchführung des Picknicks.,an,,Der Regen hinderte uns an der Durchführung des Picknicks.,The rain prevented us from having the picnic.,hindern
998,28,,"Er hinderte sie dar_____, die Wahrheit zu sagen.",an,,"Er hinderte sie daran, die Wahrheit zu sagen.",He prevented her from telling the truth.,hindern
999,28,,Der Lehrer regt die Schüler _____ Nachdenken an.,zum,,Der Lehrer regt die Schüler zum Nachdenken an.,The teacher stimulates the students to think.,anregen
1000,28,,Die Diskussion regt _____ Reflexion an.,zur,,Die Diskussion regt zur Reflexion an.,The discussion stimulates reflection.,anregen
1001,28,,Der Chef forderte ihn _____ Erklärung auf.,zur,,Der Chef forderte ihn zur Erklärung auf.,The boss requested him to give an explanation.,auffordern
1002,28,,Sie forderte ihn _____ Tanz auf.,zum,,Sie forderte ihn zum Tanz auf.,She invited him to dance.,auffordern
1003,28,,Wir setzen uns intensiv _____ dem Thema auseinander.,mit,,Wir setzen uns intensiv mit dem Thema auseinander.,We are engaging deeply with the topic.,auseinandersetzen
1004,28,,Man muss sich _____ Kritik auseinandersetzen.,mit,,Man muss sich mit Kritik auseinandersetzen.,You have to deal with criticism.,auseinandersetzen
1005,28,,Der Bericht basiert _____ aktuellen Daten.,auf,,Der Bericht basiert auf aktuellen Daten.,The report is based on current data.,basieren
1006,28,,Die Studie basiert _____ langjähriger Forschung.,auf,,Die Studie basiert auf langjähriger Forschung.,The study is based on years of research.,basieren
1007,28,,Ich befasse mich _____ künstlicher Intelligenz.,mit,,Ich befasse mich mit künstlicher Intelligenz.,I deal with artificial intelligence.,befassen
1008,28,,Sie befassen sich _____ wirtschaftlichen Fragen.,mit,,Sie befassen sich mit wirtschaftlichen Fragen.,They deal with economic issues.,befassen
1009,28,,Der Patient wurde _____ Schmerzen befreit.,von,,Der Patient wurde von Schmerzen befreit.,The patient was freed from pain.,befreien
1010,28,,Wir möchten uns _____ alten Gewohnheiten befreien.,von,,Wir möchten uns von alten Gewohnheiten befreien.,We want to free ourselves from old habits.,befreien
1011,28,,Seine Theorie beruht _____ einer Annahme.,auf,,Seine Theorie beruht auf einer Annahme.,His theory is based on an assumption.,beruhen
1012,28,,Das Urteil beruht _____ Tatsachen.,auf,,Das Urteil beruht auf Tatsachen.,The judgment is based on facts.,beruhen
1013,28,,Ich beziehe mich _____ Ihr Schreiben vom 1. März.,auf,,Ich beziehe mich auf Ihr Schreiben vom 1. März.,I refer to your letter of March 1st.,beziehen
1014,28,,Er bezog sich _____ ein früheres Gespräch.,auf,,Er bezog sich auf ein früheres Gespräch.,He referred to an earlier conversation.,beziehen
1015,28,,Wir haben uns _____ einen Kompromiss geeinigt.,auf,,Wir haben uns auf einen Kompromiss geeinigt.,We agreed on a compromise.,einigen
1016,28,,Sie einigten sich _____ einen Termin.,auf,,Sie einigten sich auf einen Termin.,They agreed on a date.,einigen
1017,28,,"Ich habe mich entschlossen, das Angebot an_____nehmen.",zu,,"Ich habe mich entschlossen, das Angebot anzunehmen.",I have decided to accept the offer.,entschliessen
1018,28,,Er entschloss sich _____ einem Studium im Ausland.,zu,,Er entschloss sich zu einem Studium im Ausland.,He decided to study abroad.,entschliessen
1019,28,,Sie erkr_____kte _____ einer seltenen Kr_____kheit.,an,,Sie erkrankte an einer seltenen Krankheit.,She fell ill with a rare disease.,erkranken
1020,28,,Viele Menschen erkr_____ken im Winter _____ Grippe.,an,,Viele Menschen erkranken im Winter an Grippe.,Many people get the flu in winter.,erkranken
1021,28,,Ich erkundige mich _____ dem Preis.,nach,,Ich erkundige mich nach dem Preis.,I’m inquiring about the price.,erkundigen
1022,28,,Sie erkundigte sich _____ dem Weg.,nach,,Sie erkundigte sich nach dem Weg.,She asked for directions.,erkundigen
1023,28,,Er zieht das Kind _____ einem verantwortungsvollen Menschen.,zu,,Er zieht das Kind zu einem verantwortungsvollen Menschen.,He is raising the child to be a responsible person.,erziehen
1024,28,,Kinder müssen _____ Toleranz erzogen werden.,zu,,Kinder müssen zu Toleranz erzogen werden.,Children must be educated to be tolerant.,erziehen
1025,28,,Die Wissenschaftler experimentieren _____ neuen Methoden.,mit,,Die Wissenschaftler experimentieren mit neuen Methoden.,The scientists are experimenting with new methods.,experimentieren
1026,28,,Er experimentiert _____ verschiedenen Zutaten.,mit,,Er experimentiert mit verschiedenen Zutaten.,He experiments with various ingredients.,experimentieren
1027,28,,Die Flüchtlinge flüchteten _____ dem Krieg.,vor,,Die Flüchtlinge flüchteten vor dem Krieg.,The refugees fled from the war.,flüchtete
1028,28,,Er flüchtete _____ der Gefahr.,vor,,Er flüchtete vor der Gefahr.,He fled from the danger.,flüchtete
1029,28,,Ich gratuliere dir _____ Geburtstag.,zum,,Ich gratuliere dir zum Geburtstag.,I congratulate you on your birthday.,gratulieren
1030,28,,Wir gratulieren euch _____ Hochzeit.,zur,,Wir gratulieren euch zur Hochzeit.,We congratulate you on your wedding.,gratulieren
1031,28,,Ich irre mich _____ diesem Punkt.,in,,Ich irre mich in diesem Punkt.,I’m wrong about this point.,irren
1032,28,,Er irrt sich _____ der Zeit.,in,,Er irrt sich in der Zeit.,He is mistaken about the time.,irren
1033,28,,Die Firma klagt _____ Umsatzrückgang.,über,,Die Firma klagt über Umsatzrückgang.,The company complains about declining sales.,klagen
1034,28,,Er klagte _____ starke Schmerzen.,über,,Er klagte über starke Schmerzen.,He complained about severe pain.,klagen
1035,29,27 - 29,to sue,gegen,A,klagen,,
1036,29,27 - 29,to tend to,zu,D,neigen,,
1037,29,27 - 29,to orient oneself to,an,D,orientieren,,
1038,29,27 - 29,to complain / swear about,über,A,schimpfen,,
1039,29,27 - 29,to scold about,auf,A,schimpfen,,
1040,29,27 - 29,to scold with,mit,D,schimpfen,,
1041,29,27 - 29,to stink of,nach,D,stinken,,
1042,29,27 - 29,to persuade to,zu,D,überreden,,
1043,29,27 - 29,to switch to,auf,A,umstellen,,
1044,29,27 - 29,to put into,in,A,versetzen,,
1045,29,27 - 29,to defend against,gegen,A,wehren,,
1046,29,27 - 29,to assemble from,aus,D,zusammensetzen,,
1047,29,27 - 29,to complain about,über,A,beklagen,,
1048,29,27 - 29,to inquire at,bei,D,erkundigen,,
1049,29,27 - 29,to come to an agreement with,mit,D,einigen,,
1050,29,27 - 29,to demonstrate for,für,A,demonstrieren,,
1051,29,27 - 29,to demonstrate against,gegen,A,demonstrieren,,
1052,29,27 - 29,to complain to,bei,D,beklagen,,
1053,29,27 - 29,to arrange to meet with,mit,D,verabreden,,
1054,29,27 - 29,to defend against,gegen,A,verteidigen,,
1055,30,,Sie klagt _____ den Arbeitgeber.,gegen,,Sie klagt gegen den Arbeitgeber.,She is suing the employer.,klagen
1056,30,,Er klagt _____ die Entscheidung.,gegen,,Er klagt gegen die Entscheidung.,He is taking legal action against the decision.,klagen
1057,30,,Sie neigt _____ Übertreibungen.,zu,,Sie neigt zu Übertreibungen.,She tends to exaggerate.,neigen
1058,30,,"Er neigt _____, alles negativ zu sehen.",dazu,,"Er neigt dazu, alles negativ zu sehen.",He tends to see everything negatively.,neigen
1059,30,,Ich orientiere mich _____ den Regeln.,an,,Ich orientiere mich an den Regeln.,I orient myself by the rules.,orientieren
1060,30,,Er orientiert sich _____ seinem Vorbild.,an,,Er orientiert sich an seinem Vorbild.,He models himself on his role model.,orientieren
1061,30,,Er schimpft _____ das schlechte Essen.,über,,Er schimpft über das schlechte Essen.,He complains about the bad food.,schimpfen
1062,30,,Sie schimpft _____ die Verspätung.,über,,Sie schimpft über die Verspätung.,She grumbles about the delay.,schimpfen
1063,30,,Der Lehrer schimpft _____ dem Schüler.,mit,,Der Lehrer schimpft mit dem Schüler.,The teacher scolds the student.,schimpfen
1064,30,,Ich schimpfe oft _____ meinem Bruder.,mit,,Ich schimpfe oft mit meinem Bruder.,I often scold my brother.,schimpfen
1065,30,,Er schimpft _____ die Regierung.,auf,,Er schimpft auf die Regierung.,He rants about the government.,schimpfen
1066,30,,Sie schimpft _____ den Verkehr.,auf,,Sie schimpft auf den Verkehr.,She rants about the traffic.,schimpfen
1067,30,,Es stinkt _____ Rauch.,nach,,Es stinkt nach Rauch.,It smells like smoke.,stinken
1068,30,,Der Müll stinkt _____ Verwesung.,nach,,Der Müll stinkt nach Verwesung.,The trash smells of decay.,stinken
1069,30,,Ich habe ihn _____ Mitmachen überredet.,zum,,Ich habe ihn zum Mitmachen überredet.,I persuaded him to join in.,überreden
1070,30,,Sie überredete ihn _____ Reise.,zur,,Sie überredete ihn zur Reise.,She persuaded him to take the trip.,überreden
1071,30,,Der Körper stellt sich _____ die neue Zeit um.,auf,,Der Körper stellt sich auf die neue Zeit um.,The body adapts to the new time.,umstellen
1072,30,,Wir müssen uns _____ die Situation umstellen.,auf,,Wir müssen uns auf die Situation umstellen.,We have to adapt to the situation.,umstellen
1073,30,,Ich versetze mich _____ de_____e Lage.,in,,Ich versetze mich in deine Lage.,I put myself in your position.,versetzen
1074,30,,Versetze dich mal _____ me_____e Situation!,in,,Versetze dich mal in meine Situation!,Put yourself in my situation!,versetzen
1075,30,,Sie wehren sich _____ die Entscheidung.,gegen,,Sie wehren sich gegen die Entscheidung.,They resist the decision.,wehren
1076,30,,Ich wehre mich _____ die Anschuldigungen.,gegen,,Ich wehre mich gegen die Anschuldigungen.,I defend myself against the accusations.,wehren
1077,30,,Das Möbelstück setzt sich _____ mehreren Teilen zusammen.,aus,,Das Möbelstück setzt sich aus mehreren Teilen zusammen.,The piece of furniture is made up of several parts.,zusammensetzen
1078,30,,Die Gruppe setzt sich _____ Experten verschiedener Bereiche zusammen.,aus,,Die Gruppe setzt sich aus Experten verschiedener Bereiche zusammen.,The group is composed of experts from various fields.,zusammensetzen
1079,30,,Er beklagt sich _____ die schlechten Arbeitsbedingungen.,über,,Er beklagt sich über die schlechten Arbeitsbedingungen.,He complains about the poor working conditions.,beklagen
1080,30,,Sie beklagte sich _____ den Lärm.,über,,Sie beklagte sich über den Lärm.,She complained about the noise.,beklagen
1081,30,,Ich erkundige mich _____ der Rezeption nach dem Frühstück.,bei,,Ich erkundige mich bei der Rezeption nach dem Frühstück.,I’m asking at the reception about breakfast.,erkundigen
1082,30,,Sie erkundigte sich _____ ihrem Chef nach einer Gehaltserhöhung.,bei,,Sie erkundigte sich bei ihrem Chef nach einer Gehaltserhöhung.,She inquired with her boss about a raise.,erkundigen
1083,30,,Ich habe mich _____ ihm auf einen Termin geeinigt.,mit,,Ich habe mich mit ihm auf einen Termin geeinigt.,I agreed on an appointment with him.,einigen
1084,30,,Sie einigte sich _____ ihrem Kollegen auf eine Lösung.,mit,,Sie einigte sich mit ihrem Kollegen auf eine Lösung.,She reached an agreement with her colleague on a solution.,einigen
1085,30,,Viele Menschen demonstrieren _____ mehr Gerechtigkeit.,für,,Viele Menschen demonstrieren für mehr Gerechtigkeit.,Many people are demonstrating for more justice.,demonstrieren
1086,30,,Die Mitarbeiter demonstrieren _____ bessere Arbeitsbedingungen.,für,,Die Mitarbeiter demonstrieren für bessere Arbeitsbedingungen.,The employees are demonstrating for better working conditions.,demonstrieren
1087,30,,Die Bevölkerung demonstriert _____ die Steuererhöhung.,gegen,,Die Bevölkerung demonstriert gegen die Steuererhöhung.,The population is protesting against the tax increase.,demonstrieren
1088,30,,Studenten demonstrierten _____ die Schließung der Bibliothek.,gegen,,Studenten demonstrierten gegen die Schließung der Bibliothek.,Students protested against the closure of the library.,demonstrieren
1089,30,,Ich habe mich beim Vermieter _____ den Lärm beklagt.,über,,Ich habe mich beim Vermieter über den Lärm beklagt.,I complained to the landlord about the noise.,beklagen
1090,30,,Der Kunde beklagte sich beim Verkäufer _____ das defekte Gerät.,über,,Der Kunde beklagte sich beim Verkäufer über das defekte Gerät.,The customer complained to the seller about the defective device.,beklagen
1091,30,,Ich habe mich _____ ihr zum Abendessen verabredet.,mit,,Ich habe mich mit ihr zum Abendessen verabredet.,I arranged to meet her for dinner.,verabreden
1092,30,,Wir verabredeten uns _____ Freunden im Restaurant.,mit,,Wir verabredeten uns mit Freunden im Restaurant.,We made plans with friends at the restaurant.,verabreden
1093,30,,Der Anwalt verteidigt seinen Mandanten _____ die Vorwürfe.,gegen,,Der Anwalt verteidigt seinen Mandanten gegen die Vorwürfe.,The lawyer defends his client against the accusations.,verteidigen
1094,30,,Sie verteidigt sich _____ die Kritik der Kollegen.,gegen,,Sie verteidigt sich gegen die Kritik der Kollegen.,She defends herself against the criticism of her colleagues.,verteidigen
1095,31,,the congratulations on,zu,,der Glückwunsch,,
1096,31,,the immunity against,gegen,,die Immunität,,
1097,31,,the amazement about,über,,die Verwunderung,,
1098,31,,the reference to,auf,,der Bezug,,
1099,31,,the demonstration for,für,,die Demonstration,,
1100,31,,the agreement with,mit,,die Einigung,,
1101,31,,the phone call with,mit,,das Telefonat,,
1102,31,,the inquiry about,nach,,die Erkundigung,,
1103,31,,the designation as,als,,die Bezeichnung,,
1104,31,,the illness of,an,,die Erkrankung,,
1105,31,,the readiness for,zu,,die Bereitschaft,,
1106,31,,the appointment as,zu,,die Ernennung,,
1107,31,,the excitement about,über,,die Aufregung,,
1108,31,,the horror of,über,,das Entsetzen,,
1109,31,,the complaint about,über,,die Klage,,
1110,31,,the jealousy of,auf,,die Eifersucht,,
1111,31,,the agreement on,auf,,die Einigung,,
1112,31,,the suitability for,für,,die Eignung,,
1113,31,,the emergence from,aus,,die Entstehung,,
1114,31,,the confrontation with,mit,,die Auseinandersetzung,,
1115,31,,the longing for,nach,,die Sehnsucht,,
1116,31,,the adaptation to,an,,die Anpassung,,
1117,31,,the error in,in,,der Irrtum,,
1118,31,,the dependence on,von,,die Abhängigkeit,,
1119,31,,the disgust for,vor,,der Ekel,,
1120,31,,the escape from,vor,,die Flucht,,
1121,31,,the suitability to,zu,,die Eignung,,
1122,31,,the belonging to,zu,,die Zugehörigkeit,,
1123,31,,the tendency to,zu,,die Neigung,,
1124,31,,the suggestion to,zu,,die Anregung,,
1125,32,,Der Glückwunsch _____ ihrem Erfolg war herzlich.,zu,,Der Glückwunsch zu ihrem Erfolg war herzlich.,The congratulations on her success were heartfelt.,Glückwunsch
1126,32,,Sein Glückwunsch _____ ihrer Hochzeit war sehr persönlich.,zu,,Sein Glückwunsch zu ihrer Hochzeit war sehr persönlich.,His congratulations on her wedding were very personal.,Glückwunsch
1127,32,,Die Immunität _____ das Virus ist noch nicht vollständig entwickelt.,gegen,,Die Immunität gegen das Virus ist noch nicht vollständig entwickelt.,Immunity against the virus is not yet fully developed.,Immunität
1128,32,,Viele Tiere besitzen eine natürliche Immunität _____ bestimmte Krankheiten.,gegen,,Viele Tiere besitzen eine natürliche Immunität gegen bestimmte Krankheiten.,Many animals have natural immunity against certain diseases.,Immunität
1129,32,,Ihre Verwunderung _____ die Entscheidung war groß.,über,,Ihre Verwunderung über die Entscheidung war groß.,Her astonishment about the decision was great.,Verwunderung
1130,32,,Meine Verwunderung _____ sein Verhalten war ehrlich.,über,,Meine Verwunderung über sein Verhalten war ehrlich.,My surprise at his behavior was genuine.,Verwunderung
1131,32,,Sein Bezug _____ das alte Gesetz war ungenau.,auf,,Sein Bezug auf das alte Gesetz war ungenau.,His reference to the old law was inaccurate.,Bezug
1132,32,,Ich nehme Bezug _____ Ihren letzten Brief.,auf,,Ich nehme Bezug auf Ihren letzten Brief.,I refer to your last letter.,Bezug
1133,32,,Die Demonstration _____ mehr Lohn war friedlich.,für,,Die Demonstration für mehr Lohn war friedlich.,The demonstration for higher wages was peaceful.,Demonstration
1134,32,,Es gab eine große Demonstration _____ die Rechte der Minderheiten.,für,,Es gab eine große Demonstration für die Rechte der Minderheiten.,There was a large demonstration for minority rights.,Demonstration
1135,32,,Die Einigung _____ dem Partner wurde schriftlich festgehalten.,mit,,Die Einigung mit dem Partner wurde schriftlich festgehalten.,The agreement with the partner was put in writing.,Einigung
1136,32,,Nach langer Diskussion kam es zur Einigung _____ der Gewerkschaft.,mit,,Nach langer Diskussion kam es zur Einigung mit der Gewerkschaft.,"After long discussion, an agreement was reached with the union.",Einigung
1137,32,,Das Telefonat _____ der Kundin dauerte eine Stunde.,mit,,Das Telefonat mit der Kundin dauerte eine Stunde.,The phone call with the client lasted an hour.,Telefonat
1138,32,,Mein letztes Telefonat _____ ihm war sehr aufschlussreich.,mit,,Mein letztes Telefonat mit ihm war sehr aufschlussreich.,My last phone call with him was very informative.,Telefonat
1139,32,,Die Erkundigung _____ dem Weg war erfolglos.,nach,,Die Erkundigung nach dem Weg war erfolglos.,The inquiry about the way was unsuccessful.,Ekundigung
1140,32,,Seine Erkundigung _____ dem Preis wurde schnell beantwortet.,nach,,Seine Erkundigung nach dem Preis wurde schnell beantwortet.,His inquiry about the price was quickly answered.,Ekundigung
1141,32,,Die Bezeichnung _____ Held ist übertrieben.,als,,Die Bezeichnung als Held ist übertrieben.,The designation as a hero is exaggerated.,Bezeichnung
1142,32,,Seine Bezeichnung _____ Experte wurde anerkannt.,als,,Seine Bezeichnung als Experte wurde anerkannt.,His designation as an expert was acknowledged.,Bezeichnung
1143,32,,Die Erkrankung _____ Grippe war mild.,an,,Die Erkrankung an Grippe war mild.,The illness with flu was mild.,Erkrankung
1144,32,,Seine Erkrankung _____ Krebs wurde früh erk_____nt.,an,,Seine Erkrankung an Krebs wurde früh erkannt.,His illness with cancer was detected early.,Erkrankung
1145,32,,Die Bereitschaft _____ Veränderungen ist gering.,zu,,Die Bereitschaft zu Veränderungen ist gering.,The willingness for change is low.,Bereitschaft
1146,32,,Seine Bereitschaft _____ helfen war beeindruckend.,zu,,Seine Bereitschaft zu helfen war beeindruckend.,His willingness to help was impressive.,Bereitschaft
1147,32,,Die Ernennung _____ Direktor war überraschend.,zum,,Die Ernennung zum Direktor war überraschend.,The appointment as director was surprising.,Ernennung
1148,32,,Seine Ernennung _____ Präsidenten wurde gefeiert.,zum,,Seine Ernennung zum Präsidenten wurde gefeiert.,His appointment as president was celebrated.,Ernennung
1149,32,,Die Aufregung _____ das Ergebnis war groß.,über,,Die Aufregung über das Ergebnis war groß.,The excitement about the result was huge.,Aufregung
1150,32,,Ihre Aufregung _____ den Besuch war spürbar.,über,,Ihre Aufregung über den Besuch war spürbar.,Her excitement about the visit was noticeable.,Aufregung
1151,32,,Sein Entsetzen _____ den Unfall war deutlich.,über,,Sein Entsetzen über den Unfall war deutlich.,His horror at the accident was obvious.,Entsetzen
1152,32,,Das Entsetzen _____ die Nachricht war allgemein.,über,,Das Entsetzen über die Nachricht war allgemein.,The horror at the news was widespread.,Entsetzen
1153,32,,Ihre Klage _____ die Arbeitsbedingungen war berechtigt.,über,,Ihre Klage über die Arbeitsbedingungen war berechtigt.,Her complaint about the working conditions was justified.,Klage
1154,32,,Die Klage _____ den Lärm wurde ignoriert.,über,,Die Klage über den Lärm wurde ignoriert.,The complaint about the noise was ignored.,Klage
1155,32,,Ihre Eifersucht _____ seine Kollegin war offensichtlich.,auf,,Ihre Eifersucht auf seine Kollegin war offensichtlich.,Her jealousy of his colleague was obvious.,Eifersucht
1156,32,,Die Eifersucht _____ den Erfolg anderer kann zerstörerisch sein.,auf,,Die Eifersucht auf den Erfolg anderer kann zerstörerisch sein.,Jealousy of others’ success can be destructive.,Eifersucht
1157,32,,Die Einigung _____ einen Vertrag dauerte lange.,auf,,Die Einigung auf einen Vertrag dauerte lange.,Agreement on a contract took a long time.,Einigung
1158,32,,Es kam zur Einigung _____ einen gemeinsamen Plan.,auf,,Es kam zur Einigung auf einen gemeinsamen Plan.,They reached an agreement on a common plan.,Einigung
1159,32,,Ihre Eignung _____ die Stelle wurde überprüft.,für,,Ihre Eignung für die Stelle wurde überprüft.,Her suitability for the position was reviewed.,Eignung
1160,32,,Die Eignung _____ den Beruf ist gesetzlich geregelt.,für,,Die Eignung für den Beruf ist gesetzlich geregelt.,Suitability for the profession is legally regulated.,Eignung
1161,32,,Die Entstehung _____ einfachen Verhältnissen beeindruckte viele.,aus,,Die Entstehung aus einfachen Verhältnissen beeindruckte viele.,His emergence from humble origins impressed many.,Entstehung
1162,32,,Die Entstehung _____ dieser Idee war unerwartet.,aus,,Die Entstehung aus dieser Idee war unerwartet.,The emergence from this idea was unexpected.,Entstehung
1163,32,,Die Auseinandersetzung _____ dem Thema war intensiv.,mit,,Die Auseinandersetzung mit dem Thema war intensiv.,The engagement with the topic was intense.,Auseinandersetzung
1164,32,,Seine Auseinandersetzung _____ dem Gegner war hart.,mit,,Seine Auseinandersetzung mit dem Gegner war hart.,His confrontation with the opponent was tough.,Auseinandersetzung
1165,32,,Ihre Sehnsucht _____ Ruhe wurde stärker.,nach,,Ihre Sehnsucht nach Ruhe wurde stärker.,Her longing for peace grew stronger.,Sehnsucht
1166,32,,Die Sehnsucht _____ der Heimat begleitete ihn ständig.,nach,,Die Sehnsucht nach der Heimat begleitete ihn ständig.,The longing for home followed him constantly.,Sehnsucht
1167,32,,Die Anpassung _____ neue Umstände fiel ihr leicht.,an,,Die Anpassung an neue Umstände fiel ihr leicht.,Adapting to new circumstances was easy for her.,Anpassung
1168,32,,Die Anpassung _____ das Klima dauerte mehrere Wochen.,an,,Die Anpassung an das Klima dauerte mehrere Wochen.,The adaptation to the climate took several weeks.,Anpassung
1169,32,,Sein Irrtum _____ dieser Sache war offensichtlich.,in,,Sein Irrtum in dieser Sache war offensichtlich.,His error in this matter was obvious.,Irrtum
1170,32,,Der Irrtum _____ der Berechnung führte zum Fehler.,in,,Der Irrtum in der Berechnung führte zum Fehler.,The mistake in the calculation led to the error.,Irrtum
1171,32,,Die Abhängigkeit _____ Alkohol wurde behandelt.,von,,Die Abhängigkeit von Alkohol wurde behandelt.,The dependence on alcohol was treated.,Abhängigkeit
1172,32,,Seine Abhängigkeit _____ Geld war offensichtlich.,von,,Seine Abhängigkeit von Geld war offensichtlich.,His dependence on money was obvious.,Abhängigkeit
1173,32,,Sein Ekel _____ dem Anblick war sichtbar.,vor,,Sein Ekel vor dem Anblick war sichtbar.,His disgust at the sight was visible.,Ekel
1174,32,,Der Ekel _____ bestimmten Tieren ist weit verbreitet.,vor,,Der Ekel vor bestimmten Tieren ist weit verbreitet.,Disgust toward certain animals is widespread.,Ekel
1175,32,,Die Flucht _____ dem Feind war erfolgreich.,vor,,Die Flucht vor dem Feind war erfolgreich.,The escape from the enemy was successful.,Flucht
1176,32,,Seine Flucht _____ der Verantwortung wurde kritisiert.,vor,,Seine Flucht vor der Verantwortung wurde kritisiert.,His escape from responsibility was criticized.,Flucht
1177,32,,Die Eignung _____ diesem Beruf muss nachgewiesen werden.,zu,,Die Eignung zu diesem Beruf muss nachgewiesen werden.,Suitability for this profession must be proven.,Eignung
1178,32,,Seine Eignung _____ dieser Aufgabe ist fraglich.,zu,,Seine Eignung zu dieser Aufgabe ist fraglich.,His suitability for this task is questionable.,Eignung
1179,32,,Die Zugehörigkeit _____ dieser Gruppe war freiwillig.,zu,,Die Zugehörigkeit zu dieser Gruppe war freiwillig.,Belonging to this group was voluntary.,Zugehörigkeit
1180,32,,Die Zugehörigkeit _____ einer Nation prägt die Identität.,zu,,Die Zugehörigkeit zu einer Nation prägt die Identität.,Belonging to a nation shapes identity.,Zugehörigkeit
1181,32,,Ihre Neigung _____ Dramatik ist bekannt.,zu,,Ihre Neigung zu Dramatik ist bekannt.,Her tendency toward drama is well known.,Neigung
1182,32,,Seine Neigung _____ Extremen ist gefährlich.,zu,,Seine Neigung zu Extremen ist gefährlich.,His inclination toward extremes is dangerous.,Neigung
1183,32,,Die Anregung _____ neuen Ideen war hilfreich.,zu,,Die Anregung zu neuen Ideen war hilfreich.,The stimulation to new ideas was helpful.,Anregung
1184,32,,Die Anregung _____ Kreativität fehlte.,zu,,Die Anregung zu Kreativität fehlte.,The encouragement toward creativity was lacking.,Anregung
1185,33,,the transformation into,in,,die Verwandlung,,
1186,33,,the entertainment about,über,,die Unterhaltung,,
1187,33,,the rage at,auf,,die Wut,,
1188,33,,the commitment to,für,,das Engagement,,
1189,33,,the defense against,gegen,,die Verteidigung,,
1190,33,,the conversation with,mit,,die Unterhaltung,,
1191,33,,the call for,nach,,der Ruf,,
