Nr,exercise,question,answer,german,english,french,explanation_english,explanation_french,level,type
198,11,,angemeldet,anmelden,"to register, to sign up, to sign on",s'inscrire,"anmelden, meldete an, angemeldet","anmelden, meldete an, angemeldet",A2,all
199,11,,gelassen,lassen,"to let, to leave, to allow","laisser, quitter, permettre","lassen, ließ, gelassen","lassen, ließ, gelassen",A2,all
200,11,,verlassen,verlassen,"to leave, to trust with something (refl.), to pass away, to die","partir, confier quelque chose (réfl.), décéder, mourir","verlassen, verließ, verlassen","verlassen, verließ, verlassen",A2,all
201,11,,bewegt/bewogen,bewegen,to move,se déplacer,"bewegen, bewegte, bewegt","bewegen, bewegte, bewegt",A2,all
202,11,,gehangen,hängen,"to hang, to be fond of, depend on","accrocher, aimer, dépendre de","hängen, hing, gehangen","hängen, hing, gehangen",A2,all
203,11,,gemietet,mieten,"to rent, to hire","louer, embaucher","mieten, mietete, gemietet","mieten, mietete, gemietet",A2,all
204,11,,geraucht,rauchen,to smoke (e.g. a cigarette),fumer (par exemple une cigarette),"rauchen, rauchte, geraucht","rauchen, rauchte, geraucht",A2,all
205,11,,gestorben,sterben,to die,mourir,"sterben, starb, gestorben","sterben, starb, gestorben",A2,all
206,11,,geheiratet,heiraten,to marry,se marier,"heiraten, heiratete, geheiratet","heiraten, heiratete, geheiratet",A2,all
207,11,,gekämpft,kämpfen,"to fight, to struggle","se battre, lutter","kämpfen, kämpfte, gekämpft","kämpfen, kämpfte, gekämpft",A2,all
208,11,,gefehlt,fehlen,"to lack, to be absent or missing","manquer, être absent ou manquant","fehlen, fehlte, gefehlt","fehlen, fehlte, gefehlt",A2,all
209,11,,gesorgt,sorgen,"to care, to worry","se soucier, s'inquiéter","sorgen, sorgte, gesorgt","sorgen, sorgte, gesorgt",A2,all
210,11,,vorgestellt,vorstellen,"to introduce, to present oneself (refl.), to move forward, to represent","introduire, se présenter (réfl.), représenter","vorstellen, stellte vor, vorgestellt","vorstellen, stellte vor, vorgestellt",A2,all
211,11,,entschieden/sich entschieden,entscheiden,to decide,décider,"entscheiden, entschied, entschieden","entscheiden, entschied, entschieden",A2,all
212,11,,vermisst,vermissen,to miss something or someone,se manquer quelque chose ou quelqu'un,"vermissen, vermisste, vermisst","vermissen, vermisste, vermisst",A2,all
213,12,,geworfen,werfen,to throw,"jeter, lancer","werfen, warf, geworfen","werfen, warf, geworfen",A2,all
214,12,,geteilt,teilen,"to split, to share, to divide","diviser, partager","teilen, teilte, geteilt","teilen, teilte, geteilt",A2,all
215,12,,gebaut,bauen,to build,construire,"bauen, baute, gebaut","bauen, baute, gebaut",A2,all
216,12,,gemeldet,melden,"to report, to register","signaler, enregistrer","melden, meldete, gemeldet","melden, meldete, gemeldet",A2,all
217,12,,gebrochen,brechen,to break,"casser, briser","brechen, brach, gebrochen","brechen, brach, gebrochen",A2,all
218,12,,gestiegen,steigen,"to ascend, to climb, to rise","monter, grimper, s'élever","steigen, stieg, gestiegen","steigen, stieg, gestiegen",A2,all
219,12,,gesungen,singen,to sing,chanter,"singen, sang, gesungen","singen, sang, gesungen",A2,all
220,12,,empfohlen,empfehlen,"to recommend, to suggest","recommander, suggérer","empfehlen, empfahl, empfohlen","empfehlen, empfahl, empfohlen",A2,all
221,12,,gebeten,bitten,"to ask, to request","demander, requérir","bitten, bat, gebeten","bitten, bat, gebeten",A2,all
222,12,,gemerkt,merken,"to notice, to realise, to remember (refl.)","remarquer, se rendre compte, se souvenir (réfl.)","merken, merkte, gemerkt","merken, merkte, gemerkt",A2,all
223,12,,gestört,stören,"to disturb, to interfere","déranger, interférer","stören, störte, gestört","stören, störte, gestört",A2,all
224,12,,angenommen,annehmen,"to accept, to assume (a hypothesis), to receive, to suppose","accepter, supposer (une hypothèse), recevoir","annehmen, nahm an, angenommen","annehmen, nahm an, angenommen",A2,all
225,12,,ausgestiegen,aussteigen,"to exit, to get off","sortir, descendre","aussteigen, stieg aus, ausgestiegen","aussteigen, stieg aus, ausgestiegen",A2,all
226,12,,eingestiegen,einsteigen,"to enter, to get in, to board","entrer, monter à bord, embarquer","einsteigen, stieg ein, eingestiegen","einsteigen, stieg ein, eingestiegen",A2,all
227,12,,vorbereitet,vorbereiten,"to prepare, to get ready, to prepare in advance",se préparer,"vorbereiten, bereitete vor, vorbereitet","vorbereiten, bereitete vor, vorbereitet",A2,all
228,12,,umgezogen,umziehen,"to move (house), to change clothes","déménager, changer de vêtements","umziehen, zog um, umgezogen","umziehen, zog um, umgezogen",A2,all
229,12,,verglichen,vergleichen,to compare,comparer,"vergleichen, verglich, verglichen","vergleichen, verglich, verglichen",A2,all
230,12,,entdeckt,entdecken,"to discover, to find","découvrir, trouver","entdecken, entdeckte, entdeckt","entdecken, entdeckte, entdeckt",A2,all
231,12,,geplant,planen,"to plan, to schedule","planifier, programmer","planen, plante, geplant","planen, plante, geplant",A2,all
232,12,,geübt,üben,"to practice, to exercise, to rehearse","pratiquer, s'exercer, répéter","üben, übte, geübt","üben, übte, geübt",A2,all
233,13,,stattgefunden,stattfinden,"to take place, to occur","avoir lieu, se produire","stattfinden, fand statt, stattgefunden","stattfinden, fand statt, stattgefunden",B1,irregular
234,13,,versprochen,versprechen,"to promise, to hope for, to misspeak","promettre, espérer","versprechen, versprach, versprochen","versprechen, versprach, versprochen",B1,irregular
235,13,,erkannt,erkennen,"to recognize, to realise","reconnaître, réaliser","erkennen, erkannte, erkannt","erkennen, erkannte, erkannt",B1,irregular
236,13,,besessen,besitzen,"to own, to possess, to have","posséder, avoir","besitzen, besaß, besessen","besitzen, besaß, besessen",B1,irregular
237,13,,übernommen,übernehmen,to take over,"prendre le relais, prendre le contrôle","übernehmen, übernahm, übernommen","übernehmen, übernahm, übernommen",B1,irregular
238,13,,enthalten,enthalten,"to contain, to include","contenir, inclure","enthalten, enthielt, enthalten","enthalten, enthielt, enthalten",B1,irregular
239,13,,verschwunden,verschwinden,"to disappear, to get lost","disparaître, se perdre","verschwinden, verschwand, verschwunden","verschwinden, verschwand, verschwunden",B1,irregular
240,13,,genannt,nennen,"to name, to call someone something, to mention","nommer, appeler quelqu'un par quelque chose, mentionner","nennen, nannte, genannt","nennen, nannte, genannt",B1,irregular
241,13,,behalten,behalten,to keep,garder,"behalten, behielt, behalten","behalten, behielt, behalten",B1,irregular
242,13,,gewachsen,wachsen,"to grow, to increase","grandir, augmenter","wachsen, wuchs, gewachsen","wachsen, wuchs, gewachsen",B1,irregular
243,13,,gesprungen,springen,"to spring, to jump","sauter, bondir","springen, sprang, gesprungen","springen, sprang, gesprungen",B1,irregular
244,13,,befunden/sich befunden,befinden,"to be located (refl.), to find, to consider (formal)","être localisé (réfl.), trouver, considérer (formel)","befinden, befand, befunden","befinden, befand, befunden",B1,irregular
245,13,,gefallen,fallen,"to fall, to fall in battle, to collapse","tomber, tomber au combat, s'effondrer","fallen, fiel, gefallen","fallen, fiel, gefallen",B1,irregular
246,13,,getrieben,treiben,"to practice (sport), to propel, to put forth, to urge (figuratively), to fuck, to float, to sprout, to get up to","pratiquer (sport), propulser, mettre en avant, pousser (au sens figuré), baiser, flotter, germer, se lever","treiben, trieb, getrieben","treiben, trieb, getrieben",B1,irregular
247,13,,gestritten,streiten,"to argue, to fight, to quarrel","se disputer, se battre, se quereller","streiten, stritt, gestritten","streiten, stritt, gestritten",B1,irregular
248,13,,erhalten,erhalten,"to receive, to get, to obtain, to preserve","recevoir, obtenir, acquérir, préserver","erhalten, erhielt, erhalten","erhalten, erhielt, erhalten",B1,irregular
249,13,,gerufen,rufen,"to call, to shout, to summon","appeler, crier, convoquer","rufen, rief, gerufen","rufen, rief, gerufen",B1,irregular
250,13,,geflogen,fliegen,"to fly, to travel by plane","voler, voyager en avion","fliegen, flog, geflogen","fliegen, flog, geflogen",B1,irregular
251,13,,gestohlen,stehlen,to steal,voler,"stehlen, stahl, gestohlen","stehlen, stahl, gestohlen",B1,irregular
252,13,,gelitten,leiden,"to suffer, to endure, to bear","souffrir, endurer, supporter","leiden, litt, gelitten","leiden, litt, gelitten",B1,irregular
253,13,,vorgeschlagen,vorschlagen,"to suggest, to propose","suggérer, proposer","vorschlagen, schlug vor, vorgeschlagen","vorschlagen, schlug vor, vorgeschlagen",B1,irregular
254,14,,teilgenommen,teilnehmen,"to participate, to take part, to partake","participer, prendre part","teilnehmen, nahm teil, teilgenommen","teilnehmen, nahm teil, teilgenommen",B1,irregular
255,14,,beraten,beraten,"to advise, to consult, to discuss","conseiller, consulter, discuter","beraten, beriet, beraten","beraten, beriet, beraten",B1,irregular
256,14,,beworben/sich beworben,bewerben,"to apply (for a job, position)","postuler (à un emploi, un poste)","bewerben, bewarb, beworben","bewerben, bewarb, beworben",B1,irregular
257,14,,angeboten,anbieten,"to offer, to provide, to propose","offrir, fournir, proposer","anbieten, bot an, angeboten","anbieten, bot an, angeboten",B1,irregular
258,14,,mitgenommen,mitnehmen,"to take along, to take with",emporter,"mitnehmen, nahm mit, mitgenommen","mitnehmen, nahm mit, mitgenommen",B1,irregular
259,14,,mitgebracht,mitbringen,"to bring along, to bring with",apporter,"mitbringen, brachte mit, mitgebracht","mitbringen, brachte mit, mitgebracht",B1,irregular
260,14,,gehoben,heben,"to lift, to raise","soulever, élever","heben, hob, gehoben","heben, hob, gehoben",B1,irregular
261,14,,gegriffen,greifen,"to grab, to grasp, to seize","saisir, s'emparer","greifen, griff, gegriffen","greifen, griff, gegriffen",B1,irregular
262,14,,beschrieben,beschreiben,"to describe, to depict","décrire, représenter","beschreiben, beschrieb, beschrieben","beschreiben, beschrieb, beschrieben",B1,irregular
263,14,,verbunden,verbinden,"to connect, to link, to join, to bandage","connecter, lier, joindre, bander","verbinden, verband, verbunden","verbinden, verband, verbunden",B1,irregular
264,14,,abgehangen,abhängen,"to depend on, to hang out (coll.)","dépendre de, fréquenter (coll.)","abhängen, hing ab, abgehangen","abhängen, hing ab, abgehangen",B1,irregular
265,14,,zurückgegeben,zurückgeben,"to return, to give back, to answer back","rendre, répondre","zurückgeben, gab zurück, zurückgegeben","zurückgeben, gab zurück, zurückgegeben",B1,irregular
266,14,,mitgekommen,mitkommen,"to come along, to keep up","venir, suivre","mitkommen, kam mit, mitgekommen","mitkommen, kam mit, mitgekommen",B1,irregular
267,14,,verbracht,verbringen,"to spend (time), to pass",passer (du temps),"verbringen, verbrachte, verbracht","verbringen, verbrachte, verbracht",B1,irregular
268,14,,erfahren,erfahren,"to learn, to find out, to experience","apprendre, découvrir, expérimenter","erfahren, erfuhr, erfahren","erfahren, erfuhr, erfahren",B1,irregular
269,14,,verboten,verbieten,"to forbid, to prohibit","interdire, prohiber","verbieten, verbot, verboten","verbieten, verbot, verboten",B1,irregular
270,14,,unterschrieben,unterschreiben,"to sign, to subscribe, to unterwrite","signer, souscrire","unterschreiben, unterschrieb, unterschrieben","unterschreiben, unterschrieb, unterschrieben",B1,irregular
271,14,,empfangen,empfangen,"to receive, to welcome, to greet","recevoir, accueillir, saluer","empfangen, empfing, empfangen","empfangen, empfing, empfangen",B1,irregular
272,14,,geraten,raten,"to advise, to recommend, to guess","conseiller, recommander, deviner","raten, riet, geraten","raten, riet, geraten",B1,irregular
273,14,,geschnitten,schneiden,"to cut, to slice","couper, trancher","schneiden, schnitt, geschnitten","schneiden, schnitt, geschnitten",B1,irregular
274,15,,gebraten,braten,"to fry, to roast, to sauté","frire, rôtir, sauter","braten, briet, gebraten","braten, briet, gebraten",B1,irregular
275,15,,aufgenommen,aufnehmen,"to record, to take in, to absorb, to include","enregistrer, assimiler, absorber, inclure","aufnehmen, nahm auf, aufgenommen","aufnehmen, nahm auf, aufgenommen",B1,irregular
276,15,,besprochen,besprechen,"to discuss, to talk about","discuter, parler de","besprechen, besprach, besprochen","besprechen, besprach, besprochen",B1,irregular
277,15,,erfunden,erfinden,"to invent, to make up, to fabricate","inventer, fabriquer","erfinden, erfand, erfunden","erfinden, erfand, erfunden",B1,irregular
278,15,,bestanden,bestehen,"to pass, to exist, to consist, to insist","passer, exister, consister, insister","bestehen, bestand, bestanden","bestehen, bestand, bestanden",B1,irregular
279,15,,abgeschlossen,abschließen,"to complete, to conclude, to lock","compléter, conclure, verrouiller","abschließen, schloss ab, abgeschlossen","abschließen, schloss ab, abgeschlossen",B1,irregular
280,15,,herausgefunden,herausfinden,"to find out, to discover, to figure out","découvrir, comprendre","herausfinden, fand heraus, herausgefunden","herausfinden, fand heraus, herausgefunden",B1,irregular
281,15,,zurückgekommen,zurückkommen,"to come back, to return","revenir, retourner","zurückkommen, kam zurück, zurückgekommen","zurückkommen, kam zurück, zurückgekommen",B1,irregular
282,15,,empfunden,empfinden,"to feel, to sense, to perceive","sentir, pressentir, percevoir","empfinden, empfand, empfunden","empfinden, empfand, empfunden",B1,irregular
283,15,,gerochen,riechen,"to smell, to scent, to sniff, to reek","sentir, flairer, renifler, empester","riechen, roch, gerochen","riechen, roch, gerochen",B1,irregular
284,15,,geschlagen,schlagen,"to hit, to beat, to strike, to defeat","frapper, battre, vaincre","schlagen, schlug, geschlagen","schlagen, schlug, geschlagen",B1,irregular
285,15,,gemessen,messen,"to measure, to gauge","mesurer, jauger","messen, maß, gemessen","messen, maß, gemessen",B1,irregular
286,15,,gelogen,lügen,"to lie, to tell a falsehood","mentir, dire une fausseté","lügen, log, gelogen","lügen, log, gelogen",B1,irregular
287,15,,geschrien,schreien,"to scream, to shout, to yell","crier, hurler","schreien, schrie, geschrien","schreien, schrie, geschrien",B1,irregular
288,15,,heruntergeladen,herunterladen,to download,télécharger,"herunterladen, lud herunter, heruntergeladen","herunterladen, lud herunter, heruntergeladen",B1,irregular
289,15,,umgestiegen,umsteigen,"to change, to transfer, to switch","changer, transférer, commuter","umsteigen, stieg um, umgestiegen","umsteigen, stieg um, umgestiegen",B1,irregular
290,15,,geladen,laden,"to load, to charge, to invite","charger, inviter","laden, lud, geladen","laden, lud, geladen",B1,irregular
291,15,,geliehen,leihen,"to lend, to borrow","prêter, emprunter","leihen, lieh, geliehen","leihen, lieh, geliehen",B1,irregular
292,15,,vermieden,vermeiden,"to avoid, to prevent","éviter, empêcher","vermeiden, vermied, vermieden","vermeiden, vermied, vermieden",B1,irregular
293,15,,geflohen,fliehen,"to flee, to escape, to diverge","fuir, s'échapper, diverger","fliehen, floh, geflohen","fliehen, floh, geflohen",B1,irregular
294,16,,verändert,verändern,"to alter, to change something","modifier, changer quelque chose","verändern, veränderte, verändert","verändern, veränderte, verändert",B1,all
295,16,,stattgefunden,stattfinden,"to take place, to occur","avoir lieu, se produire","stattfinden, fand statt, stattgefunden","stattfinden, fand statt, stattgefunden",B1,all
296,16,,gestimmt,stimmen,"to be true, to vote, to tune","être vrai, voter, s'accorder","stimmen, stimmte, gestimmt","stimmen, stimmte, gestimmt",B1,all
297,16,,versprochen,versprechen,"to promise, to hope for, to misspeak","promettre, espérer","versprechen, versprach, versprochen","versprechen, versprach, versprochen",B1,all
298,16,,erkannt,erkennen,"to recognize, to realise","reconnaître, réaliser","erkennen, erkannte, erkannt","erkennen, erkannte, erkannt",B1,all
