exercise,level_verb,Nr_verb,answer,question,german,english,french,type,prefix,level_root,root_german,root_english,root_french,explanation_prefix_english,explanation_prefix_french,explanation_english_beta,explanation_french_beta
21,B2,465,belegen,,,"to prove, to occupy, to substantiate","prouver, occuper, étayer",1. verb,be,A2,legen,"to lay, to lean, to lie down","poser, se pencher, s'allonger",to work on or change the state of an object → be,,,
21,B2,466,auftreten,,,"to appear, to occur, to perform","apparaître, se produire, accomplir",1. verb,auf,B2,treten,"to step, to kick, to enter","marcher, donner un coup de pied, entrer",,,,
21,B2,467,angeben,,,"to state, to declare, to show off, to brag","déclarer, affirmer, se vanter",1. verb,an,A1,geben,to give,donner,,,,
21,B2,469,errichten,,,"to build, to erect, to establish","construire, ériger, établir",1. verb,er,B2,richten,"to direct, to adjust, to focus, to judge","diriger, ajuster, focaliser, juger",,,,
21,B2,470,ausrichten,,,"to align, to arrange, to organize","aligner, arranger, organiser",1. verb,aus,B2,richten,"to direct, to adjust, to focus, to judge","diriger, ajuster, focaliser, juger","to add the meaning of ""out"", to extend, to complete → aus",,,
21,B2,473,unterstreichen,,,"to underline, to emphasize, to highlight","souligner, mettre en valeur, mettre en valeur",1. verb,unter,B2,streichen,"to stroke, to cancel, to spread, to rub, to paint","caresser, annuler, étaler, frotter, peindre","to add the meaning of <i>under</i>, to translate the prefix <i>sub-</i> → unter",,,
21,B2,476,erzielen,,,"to achieve, to obtain, to reach","atteindre, obtenir, parvenir",1. verb,er,C1,zielen,"to aim, to target, to focus on","viser, cibler, se concentrer sur",,,,
21,B2,482,beitragen,,,to contribute,contribuer,1. verb,bei,A1,tragen,"to wear (clothing), to carry, to hold","porter (des vêtements), transporter, tenir",to add the meaning of <i>co</i> → bei,,,
21,B2,483,berechnen,,,"to calculate, to charge","calculer, facturer",1. verb,be,B1,rechnen,"to calculate, to expect, to count on","calculer, s'attendre à, compter sur",,,,
21,B2,486,bezeichnen,,,"to designate, to label, to describe","désigner, étiqueter, décrire",1. verb,be,A2,zeichnen,"to draw, to sketch","dessiner, esquisser",to discuss or mention an object → be,,,
21,B2,489,umgehen,,,"to handle, to deal with, to avoid","gérer, faire face à, éviter",1. verb,um,A1,gehen,"to go, to leave, to work, to function (coll.), to be going (Dat.), to be all right (Dat.)","aller, partir, fonctionner (familier)",to add the meaning of <i>around</i> → um,,,
21,B2,490,anpassen,,,"to adapt, to adjust","s'adapter, ajuster",1. verb,an,A2,passen,"to fit, to suit","s'adapter, convenir",,,,
21,B2,491,unterscheiden,,,"to distinguish, to differentiate","distinguer, différencier",1. verb,unter,B2,scheiden,"to separate, to divorce, to part","se séparer, divorcer",,,,
21,B2,492,verfolgen,,,"to pursue, to track, to follow, to prosecute","poursuivre, pister, suivre",1. verb,ver,A2,folgen,to follow,suivre,,,,
22,B2,493,anschließen,,,"to join, to attach, to affiliate, to connect","rejoindre, attacher, s'affilier, se connecter",1. verb,an,A1,schließen,"to shut, to close, to lock, to conclude","fermer, clore, verrouiller, conclure","to add the meaning of <i>on</i>, of a contact → an",,,
22,B2,495,betreffen,,,"to concern, to affect","concerner, affecter",1. verb,be,A1,treffen,"to meet (refl.), to encounter (refl.), to hit, to affect","rencontrer (refl.), se rencontrer (refl.), heurter, frapper",,,,
22,B2,496,vorkommen,,,"to occur, to happen, to advance","se produire, arriver, progresser",1. verb,vor,A1,kommen,"to come, to make it (e.g. over something), to go to, to occur","venir, aller à, se produire",to add the meaning of <i>forward</i> → vor,,,
22,B2,498,zusammenarbeiten,,,"to cooperate, to collaborate","coopérer, collaborer",1. verb,zusammen,A1,arbeiten,to work,travailler,"to add the meaning of <i>co</i>, <i>together</i> → zusammen",,,
22,B2,499,hochladen,,,to upload,"uploader, télécharger",1. verb,hoch,B1,laden,"to load, to charge, to invite","charger, inviter",,,,
22,B2,500,abmelden,,,"to deregister, to unsubscribe, to log out","se désinscrire, se désabonner, se déconnecter",1. verb,ab,A2,melden,"to report, to register","signaler, enregistrer",,,,
22,B2,502,bedanken,,,to thank,remercier,1. verb,be,A2,danken,to thank,remercier,,,,
22,B2,503,verlaufen,,,"to proceed, to pass, to go (in a certain way)","procéder, passer, aller (d'une certaine manière)",1. verb,ver,A1,laufen,"to walk, to flow (of a fluid), to run (of an event)","marcher, couler (un fluide), se dérouler (un événement)",,,,
22,B2,505,eingeben,,,"to enter, to input, to give, to supply","entrer, saisir, donner, fournir",1. verb,ein,A1,geben,to give,donner,"to add the meaning of <i>in</i>, <i>into</i> → ein",,,
22,B2,507,umtauschen,,,"to convert, to exchange (currency)","convertir, échanger (monnaie)",1. verb,um,C1,tauschen,"to swap, to trade, to exchange","échanger, troquer, échanger",,,,
22,B2,510,nachfragen,,,"to ask, to inquire, to demand","demander, s'enquérir, exiger",1. verb,nach,A1,fragen,"to ask, to wonder (refl.)","demander, se demander (réfl.)",to indicate a purposeful action → nach,,,
22,B2,515,aufmachen,,,"to open (coll.), to head or move off (refl.), to undo something","ouvrir (familier), se diriger ou s'éloigner (réfl.), défaire quelque chose",1. verb,auf,A1,machen,"to make, to prepare, to do","faire, préparer",,,,
22,B2,517,verleihen,,,"to award, to grant, to lend","attribuer, accorder, prêter",1. verb,ver,B1,leihen,"to lend, to borrow","prêter, emprunter",,,,
22,B2,520,einschalten,,,"to switch on, to intervene, to turn on","allumer, intervenir",1. verb,ein,B2,schalten,"to switch, to shift gears, to turn on, to turn off","changer, changer de vitesse, allumer, éteindre",,,,
22,B2,524,austauschen,,,"to exchange, to replace, to swap","échanger, remplacer, permuter",1. verb,aus,C1,tauschen,"to swap, to trade, to exchange","échanger, troquer, échanger","to add the meaning of ""out"", to extend, to complete → aus",,,
22,B2,525,zusammenfassen,,,"to summarize, to condense, to abstract","résumer, condenser, abstraire",1. verb,zusammen,B2,fassen,"to grasp, to seize, to capture, to comprehend","saisir, capturer, comprendre","to add the meaning of <i>co</i>, <i>together</i> → zusammen",,,
22,B2,530,abfahren,,,"to depart, to leave","partir, quitter",1. verb,ab,A1,fahren,"to go (by vehicle), to leave, to drive","aller (en véhicule), partir, conduire","to add the meaning of <i>off</i>, <i>away</i> → ab",,,
22,B2,536,zubereiten,,,"to prepare (food), to cook","préparer (de la nourriture), cuisiner",1. verb,zu,C1,bereiten,"to prepare, to cause","préparer, provoquer",,,,
22,B2,538,sich verhalten,,,"to behave (refl.), to act (refl.), to press (coll.)","se comporter (réfl.), agir (réfl.), faire pression (familier)",1. verb,ver,A1,halten,"to hold, to stop (a movement), to support, to keep","tenir, arrêter (un mouvement), soutenir, garder",,,,
22,B2,539,überweisen,,,"to transfer (money), to refer (a patient)","transférer (de l'argent), référer (un patient)",1. verb,über,B2,weisen,"to point, to direct, to indicate","pointer, diriger, indiquer",to translate the prefix <i>trans-</i> → über,,,
23,B2,541,ansprechen,,,"to address, to speak to, to appeal to","s'adresser à, parler à, faire appel à",1. verb,an,A1,sprechen,to speak,parler (une langue),to add intensity to a reference point → an,,,
23,B2,543,zurückgehen,,,"to go back, to decrease, to decline","revenir en arrière, diminuer, décliner",1. verb,zurück,A1,gehen,"to go, to leave, to work, to function (coll.), to be going (Dat.), to be all right (Dat.)","aller, partir, fonctionner (familier)",to add the meaning of <i>back</i> → zurück,,,
23,B2,554,ankündigen,,,"to announce, to declare","annoncer, déclarer",1. verb,an,B2,kündigen,"to resign, to quit, to terminate, to cancel","démissionner, quitter, mettre fin à, annuler",,,,
23,B2,556,verabreden,,,"to arrange, to make an appointment","prendre rendez-vous, convenir d'un rendez-vous",1. verb,verab,A1,reden,to talk,"parler, discuter",,,,
23,B2,557,unterbrechen,,,"to interrupt, to suspend","interrompre, suspendre",1. verb,unter,A2,brechen,to break,"casser, briser",,,,
23,B2,559,verschreiben,,,"to prescribe, to commit oneself to, to misspell by accident","prescrire, s'engager à, faire une faute d'orthographe par accident",1. verb,ver,A1,schreiben,to write,écrire,,,,
23,B2,560,hingehen,,,"to go (there), (of time) to pass","aller (là-bas), passer (le temps)",1. verb,hin,A1,gehen,"to go, to leave, to work, to function (coll.), to be going (Dat.), to be all right (Dat.)","aller, partir, fonctionner (familier)",,,,
23,B2,562,abheben,,,"to withdraw (money), to take off (aircraft)","retirer (de l'argent), décoller (un avion)",1. verb,ab,B1,heben,"to lift, to raise","soulever, élever","to add the meaning of <i>off</i>, <i>away</i> → ab",,,
23,B2,566,entlassen,,,"to dismiss, to fire, to release","congédier, licencier, libérer",1. verb,ent,A2,lassen,"to let, to leave, to allow","laisser, quitter, permettre",,,,
23,B2,568,einfügen,,,"to insert, to infix, to conform","insérer, infixer, se conformer",1. verb,ein,C1,fügen,"to acquiesce, to comply, to fit together","acquiescer, se conformer, s'adapter","to add the meaning of <i>in</i>, <i>into</i> → ein",,,
23,B2,569,zusagen,,,"to promise, to accept, to agree","promettre, accepter, convenir",1. verb,zu,A1,sagen,"to say, to tell","dire, raconter",,,,
23,B2,571,erheben,,,"to raise, to collect, to levy","lever, collecter, prélever",1. verb,er,B1,heben,"to lift, to raise","soulever, élever",,,,
23,B2,572,ausreichen,,,"to suffice, to be sufficient, to be adequate","suffire, être suffisant, être adéquat",1. verb,aus,B2,reichen,"to reach, to hand, to be enough","atteindre, mettre la main, être suffisant","to add the meaning of ""out"", to extend, to complete → aus",,,
23,B2,576,auffallen,,,"to stand out, to catch someone's eye (with dative)","se démarquer, attirer l'attention (avec le datif)",1. verb,auf,B1,fallen,"to fall, to fall in battle, to collapse","tomber, tomber au combat, s'effondrer",,,,
23,B2,581,einschlafen,,,to fall asleep,s'endormir,1. verb,ein,A1,schlafen,to sleep,dormir,"to add the meaning of <i>in</i>, <i>into</i> → ein",,,
23,B2,583,anklicken,,,"to click, to click on, to press","cliquer, cliquer sur, appuyer",1. verb,an,B2,klicken,to click,cliquer,,,,
23,B2,587,vergeben,,,"to forgive, to award, to assign","pardonner, récompenser, attribuer",1. verb,ver,A1,geben,to give,donner,equivalent of english <i>for</i> → ver,,,
23,B2,588,verhandeln,,,"to negotiate, to bargain, to discuss","négocier, discuter",1. verb,ver,B1,handeln,"to act, to deal, to trade, to negotiate","agir, traiter, commercer, négocier",,,,
23,B2,592,widersprechen,,,"to contradict, to disagree","contredire, être en désaccord",1. verb,wider,A1,sprechen,to speak,parler (une langue),,,,
24,B2,594,losgehen,,,"to leave, to go off, to advance","partir, s'en aller, avancer",1. verb,los,A1,gehen,"to go, to leave, to work, to function (coll.), to be going (Dat.), to be all right (Dat.)","aller, partir, fonctionner (familier)",,,,
24,B2,597,ausfallen,,,"to fail, to be canceled, to malfunction","échouer, être annulé, dysfonctionner",1. verb,aus,B1,fallen,"to fall, to fall in battle, to collapse","tomber, tomber au combat, s'effondrer",,,,
24,B2,599,aufgeben,,,"to give up on, to give up (refl.), to abandon","renoncer à, abandonner (réfl.),",1. verb,auf,A1,geben,to give,donner,to add the meaning of <i>up</i> → auf,,,
24,B2,603,vorlesen,,,"to read aloud, to read out",lire à haute voix,1. verb,vor,A1,lesen,to read,lire,"to indicate that something is <i>in front</i>, a performance → vor",,,
24,B2,604,zugeben,,,"to admit, to confess, to add","admettre, confesser, ajouter",1. verb,zu,A1,geben,to give,donner,,,,
24,B2,605,hinzufügen,,,to add,ajouter,1. verb,hinzu,C1,fügen,"to acquiesce, to comply, to fit together","acquiescer, se conformer, s'adapter",,,,
24,B2,615,anprobieren,,,"to try on, to fit, to fit on","essayer, ajuster, s'adapter à",1. verb,an,B1,probieren,"to try, to taste, to sample, to probe","essayer, goûter, échantillonner, sonder","to add the meaning of <i>on</i>, of a contact → an",,,
24,B2,619,abstimmen,,,"to coordinate, to vote, to adjust","coordonner, voter, ajuster",1. verb,ab,B1,stimmen,"to be true, to vote, to tune","être vrai, voter, s'accorder",,,,
24,B2,621,weitermachen,,,"to go on, to keep going, to continue to do something","continuer, continuer à faire quelque chose",1. verb,weiter,A1,machen,"to make, to prepare, to do","faire, préparer",,,,
24,B2,623,anschauen,,,"to look at, to behold, to take a look at, to watch (Bayern and Austria)","regarder, contempler, jeter un coup d'œil à, observer (Bayern et Autriche)",1. verb,an,A2,schauen,to look at (Bayern and Austria),regarder (Bayern et Autriche),to add intensity to a reference point → an,,,
24,B2,626,angreifen,,,to attack,attaquer,1. verb,an,B1,greifen,"to grab, to grasp, to seize","saisir, s'emparer","to add the meaning of <i>on</i>, of a contact → an",,,
24,B2,627,beeindrucken,,,to impress,impressionner,1. verb,beein,B2,drucken,to print,imprimer,,,,
24,B2,629,einpacken,,,"to pack in, to pack, to wrap, to wrap up","emballer, conclure",1. verb,ein,B2,packen,"to pack, to grab, to manage","emballer, saisir, gérer","to add the meaning of <i>in</i>, <i>into</i> → ein",,,
24,B2,630,auspacken,,,"to unpack, to unwrap, to blow the whistle on","déballer, dénoncer",1. verb,aus,B2,packen,"to pack, to grab, to manage","emballer, saisir, gérer",,,,
24,B2,631,ausdrücken,,,"to express, to articulate, to convey, to embody","exprimer, articuler, transmettre, incarner",1. verb,aus,B1,drücken,"to press, to push","appuyer, pousser",,,,
24,B2,633,aufwachsen,,,"to grow up, to be raised","grandir, être élevé",1. verb,auf,B1,wachsen,"to grow, to increase","grandir, augmenter",to add the meaning of <i>up</i> → auf,,,
24,B2,635,entnehmen,,,"to extract, to gather from, to remove","retirer, tirer, déduire",1. verb,ent,A1,nehmen,"to take, to cause oneself to be (in some state)","prendre, se mettre (dans un état)",,,,
24,B2,636,überleben,,,to survive,survivre,1. verb,über,A1,leben,to live,vivre,"to add the meaning of <i>over</i>, to translate the prefix <i>sur</i> → über",,,
24,B2,640,bemerken,,,"to notice, to observe, to remark","remarquer, observer",1. verb,be,A2,merken,"to notice, to realise, to remember (refl.)","remarquer, se rendre compte, se souvenir (réfl.)",,,,
53,C1,643,aussuchen,,,"to select, to choose, to pick","sélectionner, choisir, cueillir",1. verb,aus,A1,suchen,"to seek, to search","chercher, rechercher",,,,
53,C1,644,vorgehen,,,"to proceed, to advance, to go ahead","procéder, avancer, aller de l'avant",1. verb,vor,A1,gehen,"to go, to leave, to work, to function (coll.), to be going (Dat.), to be all right (Dat.)","aller, partir, fonctionner (familier)",to add the meaning of <i>forward</i> → vor,,,
53,C1,645,ausmachen,,,"to arrange, to constitute, to represent, to settle","organiser, constituer, représenter, régler",1. verb,aus,A1,machen,"to make, to prepare, to do","faire, préparer","to add the meaning of ""out"", to extend, to complete → aus",,,
